demand0,demand1,demand2,demand3,demand4,demand5,demand6,demand7,demand8,demand9,demand10,demand11,demand12,demand13,demand14,demand15,demand16,demand17,demand18,demand19,demand20,demand21,demand22,demand23,demand24,demand25,demand26,demand27,demand28,demand29,demand30,demand31,demand32,demand33,demand34,demand35,demand36,demand37,demand38,demand39,demand40,demand41,demand42,demand43,demand44,demand45,demand46,demand47,demand48,demand49,demand50,demand51,demand52,demand53,demand54,demand55,demand56,demand57,demand58,demand59,demand60,demand61,demand62,demand63,demand64,demand65,demand66,demand67,demand68,demand69,demand70,demand71,demand72,demand73,demand74,demand75,demand76,demand77,demand78,demand79,demand80,demand81,demand82,demand83,demand84,demand85,demand86,demand87,demand88,demand89,demand90,demand91,demand92,demand93,demand94,demand95,demand96,demand97,demand98,demand99,demand100,demand101,demand102,demand103,demand104,demand105,demand106,demand107,demand108,demand109,demand110,demand111,demand112,demand113,demand114,demand115,demand116,demand117,demand118,demand119,demand120,demand121,demand122,demand123,demand124,demand125,demand126,demand127,demand128,demand129,demand130,demand131,demand132,demand133,demand134,demand135,demand136,demand137,demand138,demand139,demand140,demand141,demand142,demand143,demand144,demand145,demand146,demand147,demand148,demand149,demand150,demand151,demand152,demand153,demand154,demand155,demand156,demand157,demand158,demand159,demand160,demand161,demand162,demand163,demand164,demand165,demand166,demand167,demand168,demand169,demand170,demand171,demand172,demand173,demand174,demand175,demand176,demand177,demand178,demand179,demand180,demand181,demand182,demand183,demand184,demand185,demand186,demand187,demand188,demand189,demand190,demand191,demand192,demand193,demand194,demand195,demand196,demand197,demand198,demand199
0.62,1.3,0.16,0.28,0.78,0.7,0.02,0.44,2.04,0.34,0.14,0.1,0.36,0.3,0.62,0.66,0.12,0.06,1,1.4,0.52,0.22,0.6,0.42,0.54,0.68,0.1,1.46,0.16,0.34,0.54,0.3,0.62,0.14,0.04,3.78,1.3,0.12,0.14,0.06,0.18,0.6,0.38,0.14,0.14,0.12,0.06,0.28,0.14,0.08,0.14,0.84,0.14,0.26,0,0.48,0.4,0.34,0.08,0.14,0.04,0.26,0.14,0.3,1.28,0.18,0.4,0.32,0.14,0.2,0.08,0.34,0.34,4.02,0.18,1.36,0.28,0.16,0.72,0.12,0.24,0.3,0.38,0.06,0.38,0.06,0.04,0.16,0.36,0.14,0.16,0.08,0.24,0.32,0.32,0.1,0.22,0.26,0.22,0.3,0.28,0.26,0.22,0.22,0.12,0.28,0.22,0.22,0.1,0.28,0.34,1,0.84,1.42,0.5,0.12,0.34,0.22,0.58,0.36,0.46,0.94,0.34,0.12,0.16,0.6,0.08,0.1,0.12,0.16,3.36,0.22,0.04,0.18,0.3,0.12,0.22,0.04,1.36,0.22,0.26,0.24,0.1,0.06,0.96,0.18,0.18,0.24,0.34,0.3,0.26,0.12,0.58,0.12,0.12,0.14,0.4,0.28,0.26,0.36,0.12,0.14,0.06,0.24,0.06,0.32,0.22,0.14,0.46,1.16,0.56,0.04,0.12,0.48,1.3,0.5,1.2,0.26,0.04,0.08,0.1,0.56,0.12,0.92,0.64,0.38,0.22,0.28,0.34,0.74,0.08,1.48,0.1,0.18,0.12,0.24,0.76,0.1,0.16,0.34
0.46,1.24,0.22,0.28,0.7,0.6,0.08,0.24,1.24,0.46,0.2,0.1,0.26,0.16,0.42,0.74,0.06,0.18,0.8,1.02,0.6,0.18,1.18,0.4,0.32,0.32,0.06,1.18,3.8,0.34,0.42,0.5,0.16,0.1,0.7,2.54,1.14,0.1,0.38,0.38,0.24,1.9,0.32,0.14,0.14,0.12,0,0.26,0.2,0.08,0.04,0.18,0.14,0.28,0,0.52,0.3,0.68,0.18,0.16,0.04,0.34,0.2,0.3,1.62,0.16,0.54,0.26,0.14,0.18,0.14,0.16,0.36,4.62,0.24,1.2,0.3,0.5,0.84,0.08,0.22,0.26,0.46,0.04,0.32,0.1,0.04,0.12,0.34,0.12,0.16,1.06,0.5,0.1,0.24,0.04,0.18,1.1,0.2,0.28,0.44,0.18,0.2,0.2,0.12,0.4,0.24,0.22,0.06,0.28,0.34,0.1,0.28,1.34,0.44,0.08,0.14,0.32,0.52,0.4,0.24,0.84,2.32,0.18,1.32,0.68,0.08,0.14,0.14,0.22,0.22,0.16,0.04,0.14,0.56,0.12,0.28,0.14,0.92,0.1,0.26,0.2,0.08,0.02,3.06,0.2,0.18,0.54,0.36,0.28,0.08,0.18,0.74,0.24,0.34,0.12,0.56,0.22,0.22,0.16,0.12,0.32,0.04,0.2,0.8,1.16,0.16,0.18,0.38,0.94,0.6,0.14,0.06,0.44,1.08,0.3,0.8,0.26,0.06,0.16,0.08,0.42,0.08,2.24,0.62,0.26,0.1,0.28,0.34,0.82,0.1,2.64,0.14,0.16,0.14,0.26,0.22,0.1,0.46,0.3
2.16,1.14,0.22,0.26,1.06,0.6,0.28,0.58,0.34,0.38,0.12,0.36,1.62,0.16,0.4,0.6,0.14,0.06,0.32,0.74,0.54,0.18,0.42,0.34,0.38,0.22,0.06,1,0.8,0.32,0.32,0.4,0.28,0.38,0.2,1.58,1.08,0.08,0.3,0.06,0.28,2.06,0.36,0.14,0.14,0.12,0.18,0.32,0.22,0.08,0.04,0.12,0.08,0.28,0,1.62,0.3,0.34,0.36,0.16,0.08,1.04,0.12,0.6,0.54,0.18,0.34,0.18,0.14,0.1,0.08,0.58,0.48,0.7,0.18,1.24,0.24,0.32,0.7,0.12,0.3,0.12,0.42,0.04,0.34,0.08,0.1,0.18,0.3,0.12,0.14,0.54,0.2,0.14,0.54,0.08,0.16,1.44,0.22,0.32,0.44,0.18,0.06,0.2,0.22,0.3,0.26,0.32,0.1,0.22,0.32,0.1,0.26,1.26,0.48,0.12,0.06,0.24,0.64,0.24,0.32,0.78,2.22,0.18,0.1,0.62,0.08,0.28,0.12,0.2,0.3,0.24,0.04,0.08,0.38,0.12,0.36,0.58,0.78,0.08,0.1,0.18,0.06,0.06,0.38,0.18,0.22,0.42,0.38,3.04,0.32,0.12,0.3,0.52,0.12,0.14,0.58,0.24,0.18,0.64,0.1,0.12,0.08,0.24,0.52,1.74,0.14,0.2,0.5,0.56,0.56,0.08,0.08,0.5,1.14,0.06,0.78,0.3,0.06,0.16,0.14,0.38,0.1,1.88,0.7,0.24,0.16,0.6,0.28,0.48,0.12,1.14,0.16,0.08,0.52,0.38,0.2,0.1,0.16,0.18
1.52,1.94,0.2,0.24,0.8,0.5,0.02,0.3,0.4,0.38,0.12,0.78,1.98,0.24,0.52,0.46,0.22,0.08,0.22,0.86,0.4,0.22,0.46,1.16,0.56,0.26,0.06,0.58,0.24,0.28,0.4,0.46,0.16,0.44,0.12,0.9,1.26,0.14,0.14,0.18,0.4,0.44,0.38,0.16,0.16,0.1,0.1,0.24,0.12,0.06,0.04,0.1,0.38,0.32,0,0.56,0.4,0.22,0.3,0.14,0.04,0.36,0.16,0.46,0.12,0.16,0.34,0.42,0.12,0.16,0.1,0.24,0.28,0.24,0.18,1.42,0.58,0.26,0.92,0.08,0.3,0.12,0.36,0.04,1.58,0.06,0.16,0.12,0.4,0.12,0.18,0.08,0.06,0.18,0.3,0.06,0.18,1.46,0.24,0.24,0.46,0.18,0.06,0.22,0.2,0.54,0.28,0.3,0.1,0.34,0.4,0.12,0.56,1.2,0.8,0.38,0.12,0.28,0.74,0.18,0.3,2.3,1.32,0.1,0.1,0.6,0.1,0.22,0.12,0.14,0.26,0.2,0.04,0.14,0.5,0.12,0.32,1.12,1.2,0.18,0.28,0.28,0.1,0.02,0.3,0.2,0.2,0.14,0.38,3.78,0.36,0.16,0.46,0.1,0.28,0.14,0.48,0.2,0.16,0.46,0.18,0.66,0.02,0.18,0.5,0.92,0.12,0.26,0.52,0.42,0.64,0.08,0.1,0.42,1.42,0.26,0.8,0.3,0.06,0.28,0.18,0.46,0.18,0.38,0.76,0.2,0.18,1.26,0.24,0.46,0.06,0.84,0.14,0.04,1.14,0.66,0.3,0.16,0.24,0.18
0.52,1.24,0.24,0.32,0.78,0.62,0.02,0.38,0.56,0.38,0.18,0.58,0.76,0.22,0.42,1.02,0.4,0.06,0.8,1.04,0.28,0.2,0.76,0.52,0.4,0.4,0.06,0.3,0.26,0.42,0.68,0.34,0.18,0.28,0.12,0.82,1.02,0.06,0.16,0.36,0.4,0.82,0.26,0.16,0.58,0.38,0.02,0.32,0.48,0.24,0.16,0.04,0.2,0.34,0,0.68,0.46,0.24,0.22,0.18,0.1,0.3,0.18,0.48,0.1,0.16,0.34,0.66,0.16,0.12,0.08,0.16,0.24,0.26,0.24,2.04,0.34,0.24,0.84,0.08,0.28,0.14,0.24,0.04,0.46,0.1,0.02,0.22,0.38,0.14,0.1,0.08,0.14,0.38,0.2,0.04,0.26,1.56,0.24,0.24,0.4,0.26,0.16,0.22,0.12,0.5,0.24,0.3,0.06,1.56,0.4,0.1,1.24,1.14,0.42,0.08,0.12,0.42,0.58,0.24,0.26,1.04,0.16,0.34,0.08,0.76,0.06,0.14,0.14,0.22,0.24,0.16,0.04,0.18,0.38,0.12,0.3,1,1.38,0.4,0.06,0.2,0.06,0.06,0.22,0.2,0.18,0.32,0.38,2.96,0.12,0.12,0.76,0.1,0.14,0.12,0.74,0.22,0.16,0.26,0.16,0.34,0.08,0.18,0.14,1.46,0.1,0.18,0.62,0.42,0.64,0.04,0.06,0.46,1.14,0.1,0.76,0.28,0.2,0.1,0.08,0.56,0.1,1.08,0.58,0.38,0.22,0.22,0.24,0.44,0.14,1.18,0.12,0.06,0.52,0.46,0.22,0.16,0.18,0.18
0.34,0.88,0.2,0.28,0.66,0.68,0.52,1.3,0.58,0.52,0.16,0.54,0.46,0.22,0.44,0.54,0.26,0.06,0.42,0.54,0.36,0.14,0.48,0.42,0.38,0.3,0.18,0.24,0.24,0.3,0.82,0.4,0.14,0.22,0.18,0.92,0.44,0.06,0.06,0.18,0.28,0.48,0.34,0.16,0.96,0.16,0.06,0.28,0.12,0.18,0.2,0.06,0.14,0.32,0,0.46,0.44,0.24,0.26,0.16,0.14,0.64,0.12,0.3,0.08,0.22,0.34,0.6,0.96,0.08,0.14,0.24,0.28,0.28,0.2,3.32,0.32,0.36,0.88,0.14,0.28,0.06,0.6,0.04,0.48,0.08,0.06,0.42,0.54,0.14,0.12,0.08,0.08,0.24,1.08,0.08,1.6,1.48,0.22,0.3,0.46,0.26,0.1,0.2,0.12,0.4,0.2,0.24,0.12,0.52,0.36,0.1,0.68,1.36,0.7,0.14,0.06,0.36,0.54,0.12,0.32,0.76,0.42,0.18,0.16,0.72,0.12,0.4,0.14,0.24,0.22,0.26,0.04,0.18,0.36,0.12,0.62,0.24,1.42,0.16,0.2,0.32,0.1,0.14,0.22,0.2,0.22,0.22,0.38,0.34,1.46,0.16,0.28,0.1,0.94,0.14,0.78,0.26,0.22,0.64,0.16,0.76,0.08,0.18,0.16,0.34,0.08,0.18,0.74,0.42,0.74,0.04,0.12,0.48,1.36,0.24,1.24,0.18,0.26,0.12,0.08,0.5,0.18,1.44,0.52,0.36,0.1,0.24,0.32,0.52,0.08,1.96,0.12,0.12,0.2,0.36,0.24,0.1,0.14,0.18
0.5,0.84,0.22,0.28,0.82,0.82,0.68,0.86,0.64,0.8,0.12,0.44,0.48,0.22,0.44,0.4,0.22,0.06,0.22,0.3,0.42,0,0.48,0.84,0.4,0.26,0.2,0.12,0.24,0.34,0.44,0.36,0.18,0.22,0.68,1.2,0.5,0.14,0.18,0.2,0.5,0.34,0.28,0.14,0.26,0.18,0,0.3,0.32,0.16,0.26,0.04,0.14,0.4,0,0.46,0.62,0.2,0.22,0.12,0.12,0.28,0.18,0.3,0.08,0.2,0.34,0.58,0.2,0.48,0.08,0.24,0.38,0.22,0.18,2.2,0.28,0.3,1.58,0.06,0.38,0.06,0.4,0.04,0.54,0.08,0.12,0.12,0.4,0.1,0.14,0.14,0.1,0.4,0.92,0.06,1.64,2.5,0.22,0.28,0.28,0.14,0.04,0.2,0.22,0.4,0.26,0.22,0.08,0.52,0.02,0.04,0.14,1.3,0.44,0.12,0.14,0.32,0.5,0.26,0.28,0.72,0.16,0.1,0.46,0.7,0.04,0.6,0.1,0.12,0.34,0.18,0.04,0.18,0.3,0.12,0.5,0.16,1.62,0.14,0.5,0.34,0.06,0.14,0.22,0.2,0.2,0.16,0.4,0.28,1.74,0.14,0.34,0.06,0.32,0.14,0.54,0.44,0.28,0.62,0.12,0.5,0.26,0.18,0.06,0.54,0.12,0.18,3.26,0.32,0.62,0.08,0.04,0.4,2.42,0.52,1.3,0.16,0.18,0.18,0.2,0.42,0.12,0.64,0.64,0.6,0.16,0.22,0.34,1.22,0.1,0.4,0.1,0.08,0.14,0.28,0.24,0.1,0.18,1.84
0.38,0.4,0.22,0.22,0.94,0.56,0.38,0.18,0.74,0.84,0.14,0.08,0.18,0.22,0.42,0.46,0.14,0.06,0.36,0.46,0.4,0.24,0.5,0.38,0.34,0.3,0.2,0.22,0.58,0.3,0.36,0.3,0.16,0.28,0.1,1.14,0.68,0.08,0.04,0.64,0.36,0.34,0.2,0.14,0.12,0.12,0.06,0.3,0.24,0.1,0.5,0.06,0.22,0.42,0,1.1,0.44,0.28,0.3,0.2,0.36,0.26,0.16,0.32,0.14,0.18,0.34,0.54,0.1,0.18,0.12,0.6,0.4,0.32,0.18,3.52,0.52,0.18,1.52,0.1,0.22,0.14,0.42,0.04,2.06,0.12,0.36,0.18,0.28,0.12,0.12,0.1,0.08,0.28,0.68,0.04,1.5,1.06,0.22,0.34,0.28,0.5,0.1,0.22,0.22,0.26,0.26,0.22,0.08,0.78,0.42,0.12,0.12,1.28,0.44,0.08,0.14,0.28,0.54,0.42,0.6,0.48,0.22,0.18,0.28,0.88,0.12,0.26,0.14,0.2,0.24,0.18,0.04,0.36,0.3,0.36,0.56,0.04,1.2,0.1,0.64,0.2,0.1,0.16,0.24,0.2,0.18,0.2,0.36,0.28,0.1,0.16,1.54,0.14,0.14,0.12,0.66,0.26,0.22,0.36,0.16,0.24,0.04,0.22,0.06,0.5,0.12,0.16,3.34,0.38,1,0.06,0.1,1.5,2.16,0.12,1.4,0.24,0.1,0.16,0.16,0.4,0.08,0.62,0.66,0.2,0.18,0.18,0.34,1.26,1.62,2.56,0.1,0.18,0.12,0.18,0.52,0.1,0.16,1.42
0.38,2.7,0.2,0.26,0.76,0.68,0.1,0.3,0.76,0.92,0.18,0.1,0.18,0.22,0.38,0.54,0.08,0.08,0.2,0.4,0.5,0.18,0.72,0.38,0.32,0.24,0.22,0.26,0.34,0.24,0.38,0.4,0.42,0.72,0.12,1.18,0.6,0.06,0.08,0.2,0.74,0.34,0.76,0.14,0.16,1.1,0,0.26,0.08,0.36,0.2,0.12,0.1,0.3,0,0.54,0.44,0.52,0.2,0.1,0.16,0.12,0.12,0.68,0.28,0.24,0.34,0.36,0.14,0.36,0.06,0.26,0.36,0.22,0.24,4.18,0.48,0.32,1.94,0.1,0.14,0.26,0.46,0.04,0.68,0.04,0.04,0.12,0.14,0.12,0.1,0.04,0.36,0.3,0.14,0.06,2.06,0.48,0.24,0.58,0.32,0.22,0.6,0.22,0.12,0.24,0.3,0.22,0.12,0.74,0.42,0.06,0.08,1.26,0.52,0.18,0.18,0.3,0.62,0.38,0.66,0.52,0.22,0.2,0.44,0.66,0.06,0.2,0.14,0.24,0.26,0.3,0.04,0.3,0.34,0.12,0.3,0.04,0.7,0.26,0.18,0.5,0.08,0.04,0.22,0.1,0.22,0.2,0.38,0.32,0.06,0.16,1.12,0.24,0.14,0.12,0.58,0.18,0.18,0.28,0.18,0.2,0.1,0.24,0.04,0.3,0.1,0.16,2.04,1.3,1.06,0.04,0.08,0.38,1.08,0.02,1.04,0.36,0.1,0.26,0.08,0.52,0.1,0.6,0.56,0.1,0.24,0.24,0.28,1.22,1.44,3.1,0.12,0.06,0.12,0.14,2.76,0.14,0.14,0.34
0.22,2.42,0.54,0.32,1.1,0.76,0.02,0.28,0.58,0.78,0.14,0.1,2.02,0.24,0.36,0.86,0.04,0.06,0.3,0.4,0.5,0.26,0.34,0.38,0.24,0.26,0.28,0.14,0.26,0.32,0.24,0.42,0.16,0.48,0.14,0.9,0.52,0.14,0.08,0.06,0.4,0.6,0.36,1.16,0.16,0.86,0.06,0.32,0.12,0.08,0.2,0.06,0.12,0.26,0,0.4,0.44,0.28,0.2,0.24,0.22,0.14,0.2,0.92,0.32,0.3,0.34,0.52,0.38,0.24,0.14,0.36,0.42,0.3,0.18,2.58,0.3,0.16,1.04,0.04,0.14,1.84,0.64,0.04,1.1,0.1,0.06,0.22,0.18,0.14,0.14,0.06,0.68,0.26,0.24,0.08,2.12,0.46,0.24,0.62,0.56,0.26,0.36,0.2,0.12,0.2,0.22,0.32,0.06,1.6,0.32,0.06,0.36,1.2,0.62,0.04,0.12,0.32,0.52,0.4,0.6,0.38,0.42,0.12,0.24,0.66,0.1,0.16,0.12,0.16,0.18,0.34,0.04,0.1,0.42,0.12,0.32,0.04,0.6,0.2,0.46,0.32,0.34,0.06,0.22,0.1,0.18,0.3,0.48,0.84,0.32,0.14,1.02,0.24,0.14,0.12,0.66,0.18,0.2,0.58,0.26,0.14,0.02,0.18,0.06,0.2,0.08,0.2,1.44,1.26,0.68,0.06,0.08,0.56,3.6,0.1,0.72,0.4,0.32,0.08,0.08,0.56,0.08,0.48,0.52,0.18,0.12,0.52,0.24,1.4,0.2,0.84,0.18,0.18,0.14,0.24,1.3,0.18,0.18,0.34
0.22,0.36,0.42,0.28,0.9,0.64,0.14,0.42,0.24,0.76,0.12,0.1,0.18,0.22,0.36,0.54,0.1,0.06,0.32,0.22,0.5,0.26,0.38,0.34,0.28,0.24,0.28,0.18,0.14,0.52,0.4,0.68,0.18,0.36,0.12,0.92,0.68,0.12,0.04,0.2,0.72,0.46,0.52,0.32,0.14,0.42,0.24,0.26,0.5,0.32,0.22,0.06,0.08,0.36,0,0.34,0.44,0.2,0.1,0.08,0.18,0.1,0.14,0.5,0.08,0.32,0.34,0.28,1.08,0.08,0.08,0.28,0.4,0.24,0.18,1.52,0.26,0.32,0.74,0.14,0.18,0.34,0.5,0.04,0.84,0.1,0.06,0.12,0.5,0.12,0.2,0.08,0.22,0.24,0.68,0.04,1.54,0.62,0.22,0.3,0.3,0.7,0.28,0.2,0.2,0.38,0.22,0.3,0.1,2.02,0.38,0.14,0.26,1.2,0.74,0.16,0.08,0.26,0.52,0.38,0.62,0.36,0.14,0.18,0.22,0.76,0.24,0.24,0.1,0.18,0.3,0.34,0.04,0.18,0.32,0.12,0.34,0.14,0.8,0.72,0.12,0.26,0.46,0.32,0.22,0.1,0.22,0.4,0.58,1.88,0.22,0.16,1.26,0.14,0.12,0.14,1.44,0.26,0.16,0.26,0.16,0.12,0.1,0.18,0.06,0.14,0.12,0.22,3.4,1.1,1.58,0.18,0.1,0.52,3.94,0.1,0.86,0.36,0.16,0.18,0.2,0.5,0.08,0.46,0.74,0.1,0.14,0.3,0.16,0.64,0.1,0.38,0.2,0.06,0.12,0.3,1.02,0.1,0.14,0.34
0.38,0.42,1.18,0.3,0.9,0.9,0.06,0.4,0.16,0.76,0.16,0.1,0.12,0.38,0.44,0.7,0,0.04,0.34,0.24,0.52,0.22,0.58,2.18,0.26,0.48,0.22,0.14,3.22,0.28,0.42,0.38,0.14,0.26,0.62,0.76,0.46,0.08,0.24,0.56,0.34,0.6,0.5,0.52,0.12,0.08,0.18,0.32,0.1,2.16,0.2,0.06,0.12,0.38,0,0.26,0.78,0.36,0.68,0.24,0.2,0.02,0.12,0.54,0.1,0.58,0.34,0.34,1.1,0.46,0.14,0.58,0.4,0.22,0.18,1.54,1.08,0.28,0.9,0.1,0.1,0.42,0.48,0.04,0.8,0.06,0.02,0.18,0.5,0.1,0.12,0.04,0.12,0.24,0.14,0.06,0.98,0.56,0.22,0.34,0.32,0.3,0.18,0.2,0.22,0.18,0.5,0.3,0.1,1.72,0.68,0.1,0.16,1.28,0.58,0.14,0.14,0.28,0.38,0.3,0.58,0.56,0.2,0.26,0.14,0.42,0.48,0.3,0.14,0.2,0.3,0.4,0.04,0.18,0.64,0.14,0.6,0.2,0.94,0.68,0.16,0.16,0.34,0.06,0.22,0.1,0.2,0.14,0.56,2.76,0.22,0.12,1.58,1.24,0.12,0.12,0.84,0.18,0.1,0.34,0.12,0.16,0.04,0.18,0.22,0.18,0.12,0.2,0.8,1.26,0.6,0.06,0.04,0.46,1.5,0.1,1,0.32,0.16,1.18,0.2,0.4,0.2,0.4,0.72,0.08,0.2,0.32,0.26,0.5,0.32,1.74,0.24,0.14,0.12,0.2,0.42,0.1,0.16,0.34
0.68,0.22,0.42,0.2,0.98,0.72,0.02,0.22,0.1,0.38,0.18,0.1,0.12,0.22,0.52,0.72,0.08,0.06,0.34,0.2,0.28,0.18,0.5,2.12,0.6,0.08,0.12,0.4,0.26,0.26,0.5,0.4,0.12,0.2,0.18,0.62,0.5,0.08,0.38,0.18,0.48,1.2,0.58,0.32,0.18,0.16,0.12,0.24,1.38,0.4,0.24,0.42,0.12,0.36,0,0.34,0.52,0.24,0.26,0.08,0.18,0.12,0.18,1.8,0.14,0.28,0.38,0.68,0.3,0.44,0.06,0.28,0.4,0.3,0.24,1.9,0.7,0.26,1,0.06,0.3,0.28,0.52,0.04,0.58,0.12,0.08,0.12,0.54,0.14,0.16,0.12,0.34,0.24,0.04,0.08,0.3,0.72,0.22,0.48,0.38,0.2,0.32,0.24,0.16,0.28,0.52,0.24,0.08,0.76,0.42,0.12,0.36,1.34,0.58,0.04,0.34,0.28,0.42,0.34,0.6,0.64,0.16,0.18,0.08,0.48,0.24,0.2,0.14,0.22,1.38,0.22,0.04,0.16,0.46,0.12,0.48,0.18,1.12,0.26,0.14,0.32,1.02,0.06,0.24,0.12,0.18,0.24,0.6,3.64,0.22,0.18,1.22,0.38,0.26,0.14,0.72,0.18,0.08,0.6,0.04,0.16,0.08,0.2,0.12,0.14,0.1,0.2,1.76,1.54,0.62,0.06,0.12,0.46,1.12,0.16,0.74,0.3,1.48,0.46,0.2,0.38,0.14,0.46,1.04,0.16,0.26,0.34,0.26,1.04,0.16,1.16,0.24,0.08,0.12,0.18,0.5,0.1,0.18,0.34
1.4,0.34,1.94,0.28,0.88,0.88,0.74,0.34,0.22,0.3,0.12,0.14,1.52,0.2,0.52,1.28,0.04,0.08,0.3,0.22,0.52,0.26,0.48,1.06,0.3,2.16,0.16,0.32,0.14,0.1,0.3,0.34,0.14,1.02,0.48,0.78,0.4,0.1,0.22,0.22,0.66,0.72,2.82,3.02,0.78,0.84,1.26,0.32,1.48,0.14,1.68,0.7,0.06,0.3,0,0.42,0.54,0.22,0.32,0.24,0.14,1.26,0.18,1.36,0.28,0.3,0.34,0.34,0.14,0.18,0.12,0.38,0.4,0.22,0.18,3.64,0.38,0.28,1.2,0.14,0.14,1.98,0.48,0.04,1.7,0.06,0.14,0.26,0.74,0.12,0.32,0.06,0.5,0.36,0.04,0.04,0.42,0.8,0.22,0.56,0.46,0.2,1.02,0.26,0.14,0.68,0.62,0.22,0.14,1.4,0.54,0.46,0.14,1.3,0.56,0.18,0.18,0.28,0.42,0.4,0.96,0.42,3.6,0.28,0.34,0.52,0.24,0.14,0.1,0.16,2.1,0.22,0.04,0.2,0.34,0.12,0.32,0.58,1.32,0.76,0.16,0.42,0.94,0.1,0.28,0.44,0.2,0.48,0.58,2.18,0.1,0.12,1.64,0.36,0.16,0.14,0.56,0.28,0.08,2.4,0,0.84,0.04,0.24,0.1,0.12,0.08,0.24,1.48,2.18,0.8,0.08,0.06,0.44,1.24,0.14,0.76,0.3,0.72,0.28,0.18,0.54,0.08,0.44,1,0.14,0.68,0.3,0.28,1.98,0.12,0.4,0.24,0.1,1.3,0.46,0.46,0.12,0.36,0.36
1.68,0.4,1.8,0.28,3.42,0.9,0.2,0.34,0.2,0.46,0.12,0.18,1.7,0.18,0.46,0.9,0.14,0.12,0.34,0.18,0.54,0.26,1.92,0.6,0.38,2.74,0.06,0.22,0.24,0.18,0.6,0.36,0.14,1.82,0.24,1,0.42,0.08,0.08,0.14,0.82,0.62,1.8,1.4,2.34,1.28,0.24,0.28,0.18,0.18,1.46,0.4,0.14,0.32,0,0.42,0.88,0.84,0.24,0.2,0.14,2.52,0.16,1.32,0.14,0.3,0.42,0.24,0.16,0.26,0.08,0.24,0.4,0.28,0.2,2.1,0.52,0.28,1.18,0.08,0.14,0.94,0.48,0.24,0.7,0.1,0.06,1.22,0.46,0.14,0.14,0.04,0.22,0.26,0.14,0.04,0.48,0.54,0.22,0.5,0.44,0.68,0.64,0.26,0.18,0.22,0.26,0.24,0.2,0.72,1.2,0.36,0.64,1.3,0.62,0.4,0.08,0.28,0.5,0.36,0.76,0.66,0.22,0.16,0.3,0.66,0.1,0.2,0.12,0.16,5,0.22,0.04,0.78,0.36,0.16,0.34,0.24,1.16,0.3,0.36,0.26,1.26,0.14,1.12,0.32,0.2,0.34,0.46,0.52,0.3,0.18,1.48,0.16,0.18,0.14,0.6,0.54,0.1,1.32,0.06,2.42,0.08,0.2,0.06,0.18,0.12,0.22,1.52,2.66,0.72,0.08,0.1,0.46,1.3,0.08,0.76,0.24,0.2,0.12,0.34,0.54,0.12,1.46,0.74,0.12,0.22,0.26,0.3,1.18,0.2,0.24,0.22,0.1,0.44,0.34,0.42,2.04,0.18,0.46
1.44,0.14,0.7,0.32,1.6,0.88,0.24,0.58,0.18,0.94,0.18,0.16,0.34,0.2,1.24,0.76,0.12,0.16,0.3,0.34,0.42,0.2,2.1,0.7,0.82,0.32,0.16,0.1,0.24,2.5,0.42,0.38,0.2,0.46,0.2,1.06,0.52,0.1,0.2,0.72,0.5,0.42,1.3,0.4,0.92,1.38,0.12,0.28,0.12,0.18,0.34,0.42,0.22,0.28,0,0.34,0.48,0.42,0.42,0.22,0.16,2.52,0.18,0.6,0.14,0.28,0.44,0.26,0.16,0.14,0.12,0.24,0.42,0.3,0.18,1.96,0.62,0.7,1.14,0.1,0.2,0.66,0.36,0.28,0.4,0.1,0.02,0.78,0.54,0.32,0.14,0.1,0.88,0.28,1.6,0.08,1.56,0.72,0.24,0.5,0.46,0.32,0.22,0.22,0.22,0.2,0.3,0.22,0.18,1.94,0.42,0.34,0.24,1.34,0.76,0.26,0.14,0.32,0.64,0.34,0.7,0.7,0.7,0.24,0.28,0.5,0.1,0.62,0.14,0.26,1.16,0.22,0.04,0.08,0.36,0.92,0.28,0.4,1,0.3,0.26,0.28,1.66,0.12,1.26,0.32,0.2,0.26,1.38,0.36,0.64,0.12,0.48,0.32,0.26,0.12,0.56,1.38,0.16,1.46,0.12,1.04,0.64,0.18,0.08,0.08,0.12,0.18,0.4,0.68,0.6,0.14,0.08,0.38,1.26,0.08,0.72,0.26,0.2,0.22,0.2,0.44,0.12,0.78,1.54,0.08,0.54,2.12,0.42,0.44,0.12,0.28,0.22,0.14,0.26,0.18,0.44,0.12,0.18,0.22
