demand0,demand1,demand2,demand3,demand4,demand5,demand6,demand7,demand8,demand9,demand10,demand11,demand12,demand13,demand14,demand15,demand16,demand17,demand18,demand19,demand20,demand21,demand22,demand23,demand24,demand25,demand26,demand27,demand28,demand29,demand30,demand31,demand32,demand33,demand34,demand35,demand36,demand37,demand38,demand39,demand40,demand41,demand42,demand43,demand44,demand45,demand46,demand47,demand48,demand49,demand50,demand51,demand52,demand53,demand54,demand55,demand56,demand57,demand58,demand59,demand60,demand61,demand62,demand63,demand64,demand65,demand66,demand67,demand68,demand69,demand70,demand71,demand72,demand73,demand74,demand75,demand76,demand77,demand78,demand79,demand80,demand81,demand82,demand83,demand84,demand85,demand86,demand87,demand88,demand89,demand90,demand91,demand92,demand93,demand94,demand95,demand96,demand97,demand98,demand99,demand100,demand101,demand102,demand103,demand104,demand105,demand106,demand107,demand108,demand109,demand110,demand111,demand112,demand113,demand114,demand115,demand116,demand117,demand118,demand119,demand120,demand121,demand122,demand123,demand124,demand125,demand126,demand127,demand128,demand129,demand130,demand131,demand132,demand133,demand134,demand135,demand136,demand137,demand138,demand139,demand140,demand141,demand142,demand143,demand144,demand145,demand146,demand147,demand148,demand149,demand150,demand151,demand152,demand153,demand154,demand155,demand156,demand157,demand158,demand159,demand160,demand161,demand162,demand163,demand164,demand165,demand166,demand167,demand168,demand169,demand170,demand171,demand172,demand173,demand174,demand175,demand176,demand177,demand178,demand179,demand180,demand181,demand182,demand183,demand184,demand185,demand186,demand187,demand188,demand189,demand190,demand191,demand192,demand193,demand194,demand195,demand196,demand197,demand198,demand199
0.66,0.9,0.44,0.42,1.18,0.54,0.02,0.28,0.12,1.04,0.14,0.1,0.26,0.22,1.92,0.66,0.08,0.06,0.16,0.34,0.3,0.2,0.36,0.26,0.38,0.18,0.2,0.38,0.32,0.3,0.32,0.28,0.66,0.08,0.14,1.92,0.52,0.1,0.1,0.44,0.3,1.12,0.56,0.18,0.14,0.28,0.04,0.54,0.12,0.12,0.28,0.08,0.18,2.24,0,0.12,0.58,0.14,0.18,0.7,1.08,0.22,0.26,0.18,0.06,0.18,0.64,0.88,0.16,0.24,0.18,0.76,0.32,0.2,0.18,1.52,0.52,0.24,0.38,0.22,0.3,0.1,0.16,0.24,0.26,0.1,0.1,0.98,0.54,0.22,0.14,0.1,0.42,0.14,0.1,0.1,0.18,0.24,0.28,0.22,0.28,0.16,0.18,0.3,0.12,0.3,0.38,0.58,0.1,0.4,0.4,0.14,0.38,1.4,0.52,0.26,0.1,0.22,0.14,0.54,1.66,0.58,0.14,0.12,0.08,1.32,0.28,0.72,0.14,0.48,0.36,0.24,0.04,0.18,0.38,0.18,0.28,0.06,0.58,0.22,0.14,0.24,0.1,0.04,0.22,0.3,0.2,0.18,0.86,0.32,0.08,0.64,0.46,0.08,0.58,0.36,0.2,0.18,0.16,0.34,0.26,0.14,0.06,0.22,0.06,0.32,0.14,0.2,3.42,0.66,0.78,0.06,0.08,0.5,0.6,0.4,1.14,0.32,0.12,0.22,0.22,0.48,0.26,0.56,0.52,0.14,0.26,0.42,0.6,0.82,0.18,0.3,0.1,0.12,0.32,0.22,0.48,0.1,0.18,0.36
0.3,5.86,0.24,0.34,1.28,0.64,0.14,0.4,0.16,0.84,0.18,0.1,0.18,0.24,1.58,0.68,0.08,0.06,0.2,0.34,0.3,0.22,0.44,0.28,0.34,0.4,0.2,0.14,0.24,0.38,0.38,0.32,0.38,0.1,0.16,0.96,0.38,0.12,0.14,0.3,0.44,0.68,0.32,0.18,0.16,0.14,0.08,0.5,0.7,0.08,0.22,0.12,0.14,0.58,0,0.14,0.44,0.16,0.14,0.26,0.42,0.18,0.24,0.18,0.16,0.18,0.38,0.56,0.32,0.16,0.2,0.22,0.34,0.22,0.2,1.2,0.78,0.34,0.32,0.46,0.42,0.06,0.22,0.12,0.2,0.06,0.02,0.12,0.28,0.14,0.14,0.04,0.06,0.32,0.04,0.04,0.18,0.34,0.22,0.3,0.4,0.22,0.2,0.22,0.22,0.2,0.34,0.7,0.08,0.42,0.42,0.1,0.16,1.6,0.7,0.44,0.1,0.36,0.44,0.4,0.68,0.52,0.16,0.22,0.1,0.46,0.08,0.26,0.14,0.58,0.28,0.22,0.04,0.16,0.38,0.16,0.26,0.06,0.68,0.32,0.08,0.24,0.06,0.04,0.24,0.28,0.18,0.3,0.42,0.26,0.06,0.18,0.46,0.12,0.12,0.16,0.12,0.2,0.18,0.32,0.12,0.14,0.06,0.2,0.1,0.32,0.12,0.18,3.3,0.54,0.76,0.04,0.1,0.52,0.36,0.22,0.9,0.34,0.34,0.18,0.14,0.52,0.14,0.62,0.54,0.06,0.16,0.32,2.36,1,0.16,0.32,0.12,0.04,0.18,0.34,0.36,0.14,0.26,1.88
0.36,2.12,0.22,2.68,1.12,0.62,0.08,0.24,0.22,0.66,0.18,0.14,0.14,0.24,1.52,0.66,0.04,0.24,0.48,0.42,0.44,0.24,0.4,0.28,0.34,0.2,0.2,0.1,0.28,0.32,0.42,0.22,0.26,0.1,0.12,1.06,0.42,0.06,0.16,0.08,0.34,0.66,0.52,0.16,0.1,0.2,0.18,0.36,0.58,0.08,0.2,0.12,0.34,0.34,0,0.18,0.44,0.46,0.16,0.18,0.32,0.1,0.26,0.14,0.28,0.2,0.5,0.72,0.22,0.42,0.22,0.2,0.36,0.16,0.18,1.12,1.04,0.46,0.36,0.18,0.36,0.1,0.34,0.62,0.3,0.12,0.06,0.2,0.38,0.32,0.14,0.1,0.1,0.16,0.56,0.1,0.14,0.32,0.24,0.32,0.38,0.2,0.56,0.22,0.22,0.22,0.38,0.36,0.12,0.4,0.42,0.12,0.32,1.4,0.54,0.32,0.1,0.32,0.3,0.42,2.86,0.46,0.16,0.3,0.4,1.02,0.08,0.28,0.18,0.74,0.42,0.22,0.04,0.16,0.44,0.14,0.26,0.1,0.64,0.18,0.14,0.2,0.1,0.06,0.22,0.48,0.2,0.28,0.42,0.28,0.16,0.2,0.54,0.4,0.12,0.42,0.22,0.26,2.52,0.4,0.12,0.14,0.08,0.2,0.08,0.52,1.24,0.22,2.32,0.64,0.72,0.06,0.04,0.46,0.32,0.1,1.62,0.34,0.1,0.26,0.22,0.54,0.1,0.78,0.84,0.16,0.18,0.24,1.16,1.04,0.22,0.5,0.12,0.1,0.18,0.36,0.9,0.18,0.16,1.28
0.44,2.14,0.22,1.96,0.64,0.56,0.02,0.54,0.24,0.32,0.14,0.12,0.12,0.24,1.44,0.5,0.14,0.08,0.5,0.46,0.48,0.2,0.36,0.92,0.3,1.26,0.2,0.2,0.36,0.48,0.44,0.6,0.22,0.08,0.16,0.98,0.48,0.12,0.1,0.22,0.48,0.48,0.34,0.14,0.16,0.2,0.14,0.68,0.14,0.1,0.22,0.08,0.36,1.82,0,0.12,0.46,0.16,0.12,0.16,0.18,0.12,0.32,0.16,0.28,0.2,0.4,0.72,0.28,0.24,0.2,0.16,0.38,0.2,0.2,1.24,0.5,1.94,0.36,0.14,0.14,0.14,0.62,0.18,0.2,0.08,0.04,0.12,0.7,0.12,0.12,0.06,0.12,0.24,0.14,0.04,0.12,1.08,0.26,0.32,0.76,0.42,0.32,0.22,0.24,0.22,0.28,0.26,0.08,0.44,0.52,0.24,1.26,1.42,0.44,0.32,0.14,0.22,0.28,0.38,1.42,0.5,0.14,0.28,0.3,1.12,0.08,0.28,0.26,0.42,0.46,0.24,0.04,0.16,0.38,0.14,0.34,0.14,0.74,0.14,0.24,0.34,0.08,0.04,0.22,0.36,0.18,0.32,0.42,0.24,0.18,0.68,0.54,0.14,0.14,0.68,0.2,0.26,0.16,0.34,0.08,0.14,0.06,0.2,0.12,0.82,0.42,0.22,1.14,0.78,0.78,0.18,0.12,0.6,3.26,0.1,1.52,0.38,0.14,0.18,0.1,0.52,0.16,0.56,1.38,0.18,0.14,0.28,1.06,0.86,0.14,0.62,0.1,0.1,0.32,0.26,0.46,0.12,0.2,0.36
0.3,0.22,0.24,1.78,0.7,0.5,0.14,0.5,0.18,0.4,0.12,0.1,0.72,0.24,1.36,0.5,0.04,0.14,0.28,0.58,0.44,0.18,0.38,0.88,0.28,0.2,0.2,0.2,0.24,0.46,1.06,0.5,0.18,0.1,0.16,1,0.38,0.14,0.1,0.14,0.34,0.42,0.32,0.18,0.16,0.36,0.16,1.88,0.2,0.08,0.18,0.06,0.22,1.3,0,0.12,0.5,0.16,0.16,0.2,0.14,0.32,0.28,0.2,0.14,0.24,0.42,0.56,0.12,0.14,0.16,0.22,0.38,0.22,0.18,1.34,0.2,0.16,0.38,0.08,0.2,0.14,0.5,0.14,0.26,0.08,0.04,0.2,0.48,0.12,0.12,0.04,0.14,0.28,0.14,0.08,0.2,2.26,0.26,0.36,0.38,0.64,0.3,0.3,0.18,0.22,0.3,0.3,0.1,1.54,0.54,0.22,0.34,1.38,0.5,0.4,0.12,0.34,0.38,0.42,0.4,0.52,0.16,0.18,0.3,1.24,0.14,0.22,0.16,0.4,0.36,0.22,0.04,0.16,0.42,0.14,0.54,0.16,0.54,0.22,0.16,0.3,0.08,0.04,0.36,0.38,0.2,0.24,0.44,0.32,0.12,0.2,0.44,0.16,0.12,0.2,0.16,0.24,0.18,0.44,0.02,0.16,0.08,0.2,0.1,0.96,1.02,0.24,0.76,0.66,0.64,0.06,0.08,0.48,4.78,0.1,2.22,0.42,0.2,0.18,0.16,0.42,0.12,1.8,1.04,0.12,0.24,0.24,0.44,0.76,0.2,0.32,0.1,0.1,0.28,0.24,0.46,0.1,0.28,0.36
0.32,1,0.3,0.38,1.22,0.52,0.06,0.5,0.14,0.34,0.22,0.08,1.5,0.18,1.4,1.44,0.08,0.16,0.3,0.3,0.52,0.24,0.38,0.64,0.52,0.24,0.06,0.12,3.36,0.3,1.62,0.42,0.16,0.06,0.62,1.42,1.74,0.16,0.22,0.34,0.54,0.46,0.26,0.16,0.1,0.2,0.24,1.32,1.46,0.16,0.24,0.06,0.2,0.36,0,0.12,0.44,0.28,0.12,0.2,0.14,0.22,0.24,0.18,0.14,0.24,0.4,0.56,0.92,0.46,0.28,0.94,0.38,0.16,0.2,1.32,1.26,0.2,0.36,0.16,0.14,0.06,0.4,0.24,0.2,0.12,0.22,0.12,0.52,0.14,0.12,0.12,0.08,0.12,0.12,0.06,0.16,1.78,0.88,0.3,0.34,0.48,0.32,0.58,0.14,0.44,0.4,0.34,0.1,3.4,0.58,0.1,1,1.24,0.48,0.38,1.22,0.3,0.16,0.54,0.36,0.68,0.16,0.12,0.42,0.94,0.12,0.18,0.2,0.44,0.34,0.22,0.04,0.16,0.42,0.14,0.28,0.42,0.64,0.24,0.18,0.44,0.1,0.06,0.58,1.34,0.22,0.58,0.54,0.26,0.18,0.18,0.5,0.56,0.14,0.14,0.34,0.18,0.18,0.48,0.08,0.14,0.04,0.22,0.12,0.42,2.16,0.22,0.66,0.64,0.62,0.04,0.08,0.5,1.56,0.1,0.74,0.36,1.28,0.22,0.24,0.42,0.12,1.54,1.02,0.08,0.2,0.36,0.44,1.62,0.2,0.6,0.12,0.12,0.18,0.36,0.54,0.1,0.24,0.34
1.38,0.72,0.24,0.76,0.7,0.56,0.04,0.3,0.16,0.3,0.18,0.12,0.82,0.22,1.28,0.56,0.08,0.08,0.72,0.4,0.52,0.24,0.5,2.02,0.46,0.16,0.06,0.22,0.7,0.24,0.52,0.42,0.02,0.3,0.1,0.94,1.76,0.16,0.34,0.14,0.52,0.46,0.66,0.14,0.16,0.16,0.18,1.12,1.52,0.54,0.32,0.08,0.22,0.32,0,0.18,0.44,0.4,0.94,0.34,0.18,0.5,0.24,0.16,0.14,0.18,0.46,0.56,0.58,0.8,0.2,0.26,0.36,0.2,0.06,1.42,0.36,0.32,0.32,0.18,0.3,0.06,0.4,0.24,0.28,0.06,0.1,0.22,0.5,0.16,0.12,0.08,0.26,0.14,0.82,0.04,0.14,0.64,1.4,0.3,0.54,0.26,0.42,0.4,0.18,1.02,0.3,0.32,0.08,0.46,0.7,0.06,0.14,1.12,0.66,0.36,0.48,0.26,0.42,0.46,0.3,0.8,0.3,0.44,0.2,0.98,0.1,0.16,0.22,0.46,0.52,0.3,0.04,0.12,0.58,0.16,0.56,0.24,0.58,0.54,1.3,0.2,0.06,0.04,1.54,2.16,0.18,0.26,0.56,0.28,0.1,0.16,0.7,1.14,0.14,0.16,0.4,0.22,0.16,0.32,0.32,0.78,0.1,0.4,0.1,0.32,0.46,0.26,1.02,0.66,0.66,0.06,0.12,0.48,1.38,0.1,0.64,0.38,1.3,0.46,0.18,0.44,0.22,1.44,0.58,0.28,0.12,0.6,1.32,1.36,0.14,0.28,0.12,0.06,0.16,0.36,0.5,0.12,0.38,0.34
1.78,3.48,0.22,0.42,0.88,0.44,0.14,0.6,0.16,0.36,0.24,0.16,2.88,0.46,1.76,0.56,0.02,0.14,0.34,0.38,0.52,0.22,0.5,1.66,0.46,0.74,0.12,0.34,0.54,0.88,0.36,0.48,0.22,0.18,1.46,0.86,0.46,0.14,0.1,0.14,0.38,0.78,0.24,0.16,0.16,0.14,0.22,1.02,1.84,0.1,0.22,0.1,0.22,0.28,0,0.12,0.44,2.06,0.36,0.12,0.3,0.84,0.28,0.16,0.32,0.36,0.4,0.56,0.22,0.26,0.08,0.4,0.36,0.22,0.2,2.28,0.44,0.3,0.36,0.22,0.62,0.12,0.44,0.26,0.22,0.08,0.08,0.18,0.42,0.14,0.32,0.06,0.3,0.1,0.42,0.1,0.16,0.54,1.46,0.34,0.34,0.22,0.5,0.26,0.22,1.2,0.3,0.32,0.12,0.48,1.28,0.1,1.58,1.18,0.94,0.32,0.14,0.38,0.14,0.82,1.72,0.88,0.24,0.26,0.2,0.66,0.14,0.24,0.52,0.56,0.52,0.32,0.04,0.06,0.4,0.16,0.48,0.42,0.74,1.28,0.96,0.26,0.1,0.04,1.82,1,0.2,0.26,1.14,0.28,0.14,1.62,0.68,0.34,0.18,0.4,0.4,0.28,0.18,0.4,0.2,0.8,0.04,0.22,0.06,0.44,0.4,0.26,1.98,0.56,0.96,0.08,0.04,0.5,2.66,0.08,0.76,0.4,0.32,0.28,0.62,0.6,0.16,0.92,1.96,0.36,0.16,0.4,1.16,0.92,0.22,0.32,0.18,0.06,1.16,0.24,0.38,0.18,0.28,0.36
1.74,0.74,0.24,1.52,3.2,0.54,0.04,0.28,0.24,0.68,0.22,0.18,0.36,0.24,2.02,0.52,0.26,0.16,0.6,0.32,0.52,0.28,0.5,0.62,0.42,3.12,0.08,0.28,0.38,1.18,0.4,0.44,0.22,0.36,1.76,0.92,0.64,0.08,0.1,0.5,0.64,0.58,0.38,0.32,3.32,0.42,0.48,2.34,0.44,0.1,0.46,0.12,0.22,0.24,0,0.12,0.4,0.3,0.3,0.48,0.12,1.72,0.28,0.16,0.1,0.32,0.4,0.56,1.12,0.18,0.54,0.3,0.36,5.3,0.2,2.42,0.58,1.38,0.4,0.5,0.58,0.14,0.24,0.26,0.22,0.12,0.18,0.24,0.4,0.12,0.92,0.12,0.3,1.66,0.12,0.04,0.18,0.44,0.64,0.24,0.4,0.26,0.5,0.22,0.26,0.28,0.36,0.28,0.08,1.86,0.54,0.3,0.94,1.18,3.48,0.64,0.32,0.32,0.46,0.44,1.72,0.92,0.2,0.24,0.18,3.14,0.1,0.26,0.28,0.64,3.14,1.02,0.04,0.9,0.38,0.16,1.44,0.22,0.66,0.3,0.2,0.16,0.06,0.06,0.34,0.38,0.24,0.28,2.22,0.22,1.24,0.6,1.64,0.16,0.18,0.48,0.4,0.42,0.88,1.86,0.2,2.32,2.06,0.18,0.1,0.32,0.98,0.24,1.56,0.5,1.04,0.1,0.12,0.66,2.04,0.1,0.72,0.36,0.18,0.18,0.84,0.56,0.22,0.42,2.96,0.38,0.18,0.46,0.86,0.72,0.16,0.7,0.2,0.12,0.5,0.24,0.46,1.92,0.26,0.62
2.52,0.48,0.34,1.8,1.92,0.46,0.02,0.34,0.22,1,0.2,0.18,0.26,0.22,2.14,0.54,0.12,0.16,1,0.3,0.48,0.34,0.5,0.78,0.4,2.16,0.22,0.42,0.36,1.56,0.44,0.48,0.26,0.44,0.26,0.96,0.66,0.08,0.22,0.86,0.56,0.66,0.3,0.32,1.16,0.42,0.04,1.24,0.28,0.22,0.12,0.1,0.22,0.24,0,0.12,0.3,0.32,0.32,0.92,0.16,1.76,0.34,0.16,0.16,0.36,0.34,0.8,0.16,0.28,0.42,0.3,0.42,0.46,0.18,1.5,0.78,1.4,0.88,0.5,0.14,0.12,0.12,0.28,0.24,0.06,0.06,1.24,0.42,0.12,0.24,0.12,0.48,0.3,0.58,0.06,0.16,0.54,0.4,0.42,0.34,0.3,0.34,0.4,0.22,0.26,0.44,0.6,0.1,0.5,0.42,0.48,1.26,1.28,2.14,0.44,0.22,0.34,0.14,0.48,0.96,1.54,0.2,0.18,0.28,5.16,0.18,0.52,0.78,0.84,0.66,3.88,0.04,0.5,0.38,0.8,0.96,0.16,0.98,0.28,0.22,0.16,0.12,0.04,0.44,0.4,0.26,0.28,0.98,0.34,0.04,0.34,0.58,0.14,0.14,0.48,0.38,0.4,1.06,1.48,0.2,1,0.18,0.22,0.08,0.32,0.46,0.24,0.56,0.42,1.1,0.12,0.08,0.6,0.76,0.08,1.18,0.38,0.2,0.22,0.3,0.52,0.16,0.6,0.86,0.3,0.24,3.88,0.74,0.7,0.18,0.34,0.22,0.18,0.24,0.36,0.46,0.1,0.38,0.36
1.8,0.88,0.58,1.06,1.06,0.4,0.02,0.36,0.22,0.7,0.16,0.22,1.78,0.34,2.02,0.66,0.14,0.18,0.64,0.26,0.3,0.34,0.86,1.18,1.04,0.58,0.2,0.34,0.58,1.34,0.66,0.34,0.24,0.28,0.24,2.36,0.54,0.16,0.14,0.82,0.36,0.7,1.2,0.3,0.32,0.3,0.18,0.72,0.24,0.22,1.42,0.1,0.38,0.32,0,0.18,0.42,0.26,0.42,0.3,0.26,1.34,0.38,0.14,0.12,0.74,0.58,0.74,0.28,0.3,0.32,0.34,0.4,0.4,0.2,2.22,0.8,0.86,0.94,1.36,0.24,0.06,0.12,0.58,0.2,0.14,0.1,0.68,0.48,0.14,0.14,0.12,0.12,0.24,0.2,0.16,0.14,1.48,0.86,0.54,0.34,0.24,0.28,0.38,0.22,0.24,1.16,0.56,0.1,0.58,0.42,0.22,2.92,1.32,0.68,0.38,0.18,0.52,0.42,0.58,1.4,0.8,0.22,0.28,0.38,2.86,0.26,0.28,0.32,0.38,2.94,0.84,0.04,0.68,0.38,0.16,0.34,0.16,1.78,0.3,0.26,0.1,0.2,0.04,0.42,0.38,0.26,0.18,1.7,0.24,0.12,0.24,0.68,0.28,0.24,0.24,3.16,0.4,0.42,0.56,0.16,0.22,0.26,0.2,0.06,0.3,0.54,0.26,0.54,1.02,1.04,0.14,0.08,0.64,2.84,0.2,4.06,0.48,0.28,0.22,0.3,0.48,0.22,1.94,2.44,0.38,0.12,2.3,1.06,0.76,0.22,0.38,0.22,0.12,0.3,0.4,0.54,0.1,0.4,0.36
0.66,2.58,0.42,0.58,1.3,0.48,0.02,0.24,0.2,2.16,0.14,0.16,3.84,0.24,2,0.56,0.12,0.14,0.66,0.22,0.36,0.32,0.82,0.7,0.64,0.36,0.2,0.2,0.3,0.4,0.6,0.38,0.28,0.36,0.8,4.78,0.08,0.08,0.18,0.22,0.4,0.44,6.38,0.3,0.26,0.16,0.1,0.58,0.28,0.22,0.7,0.28,0.22,0.36,0,0.12,0.58,0.34,0.34,0.56,0.12,1,1.7,0.12,0.12,0.34,0.34,1.6,0.56,0.28,0.32,0.3,0.48,0.8,0.18,1.48,0.78,0.3,1.18,0.56,1.42,0.08,0.16,0.26,0.26,0.44,0.06,0.18,0.44,0.28,0.7,0.22,0.26,0.28,0.26,0.62,0.18,0.42,0.56,0.54,1.92,0.18,0.22,0.5,0.14,0.24,0.72,0.66,0.08,0.42,0.36,0.18,4.32,1.4,0.68,0.38,0.22,0.92,0.36,0.6,0.64,0.78,0.22,0.2,0.18,0.78,0.28,0.16,0.54,0.88,2.12,0.48,0.04,0.38,0.48,0.12,0.58,0.2,3.64,0.26,0.26,0.26,0.16,0.06,0.62,1.28,0.2,0.16,0.58,0.26,0.1,0.2,0.42,0.12,0.24,1.56,0.64,0.4,0.38,0.42,0.18,0.2,0.24,0.22,0.04,0.32,0.44,0.26,0.68,0.98,0.98,0.18,0.1,0.62,2.1,0.18,2.02,0.38,0.56,0.22,0.4,0.5,0.16,0.78,1.2,0.36,0.14,0.4,0.44,0.62,0.14,0.32,0.24,0.1,0.06,0.76,0.44,0.1,0.26,0.36
0.6,1.64,0.56,1.76,0.68,0.36,0.14,0.52,0.32,1.82,0.2,0.3,0.9,0.22,1.32,0.74,0.06,0.16,0.38,0.26,0.4,1.6,0.62,1.16,0.72,0.16,0.2,0.38,0.32,0.44,0.36,0.52,0.58,0.3,0.32,2.88,0.88,0.08,0.14,0.32,0.48,0.62,1.24,2.04,0.3,0.16,0.18,0.46,0.24,0.26,1.02,0.62,0.2,0.46,0,0.12,0.5,0.12,0.38,0.14,0.16,0.38,0.84,0.2,0.18,0.36,0.46,0.86,0.24,0.34,0.2,0.34,0.44,0.44,0.2,1.8,1.2,0.26,2.5,0.8,0.22,0.16,0.12,0.26,0.2,0.24,0.12,0.24,0.4,0.16,0.54,0.16,0.2,0.32,1.1,0.08,0.22,0.52,0.48,0.68,1.26,0.36,0.3,0.26,0.16,0.36,0.64,0.62,0.14,0.36,0.28,0.32,1.6,2.6,0.92,0.36,0.2,0.4,0.2,0.5,0.64,0.86,0.22,0.32,0.3,0.82,0.24,0.16,0.44,1.66,0.84,0.52,0.04,0.16,0.48,0.12,0.32,0.2,1.06,0.28,0.32,0.14,0.2,0.02,3.08,0.48,0.22,0.34,0.6,0.32,0.1,0.98,0.5,0.14,0.22,0.66,0.7,0.4,0.28,0.46,0.18,0.22,0.34,1.44,0.1,0.38,0.72,0.2,0.76,1.1,0.92,0.16,0.04,0.64,3.34,0.18,1.22,0.38,0.2,0.22,0.38,0.46,0.12,0.6,0.88,0.42,0.2,0.36,0.46,0.64,0.22,0.94,0.2,0.12,0.36,1.34,0.34,0.18,0.28,0.36
0.56,0.22,0.56,0.66,0.44,0.48,0.14,0.42,0.36,1.7,0.16,0.34,0.3,0.22,1.38,0.6,0.18,0.16,0.56,0.94,0.4,0.44,0.62,1.08,0.58,0.24,0.2,0.44,2.88,0.36,0.32,0.52,0.3,0.36,0.48,3.32,0.78,0.12,0.22,0.2,0.32,0.48,2.48,1,0.28,0.12,0.1,0.32,0.66,0.26,0.48,0.14,0.2,0.36,0,0.12,0.56,0.54,0.36,0.2,0.4,0.38,1.2,0.2,0.16,0.36,0.66,1.6,0.22,0.3,0.3,0.32,0.62,0.4,0.18,2.04,0.94,0.22,2.06,0.58,0.22,0.14,0.12,0.26,0.26,0.32,0.06,0.2,0.36,0.26,0.34,0.22,0.2,0.3,0.32,0.06,1.58,0.44,1.16,0.56,0.58,0.26,0.32,0.28,0.2,0.18,0.48,0.76,0.12,0.38,0.48,0.16,2.38,0.86,0.62,0.34,0.2,0.46,0.46,0.66,0.52,0.8,0.22,0.18,0.18,0.84,0.28,0.28,0.38,1.32,0.74,0.58,0.04,0.16,0.46,0.14,0.44,0.2,1.04,0.36,0.28,0.14,0.14,0.06,0.34,0.34,0.22,0.12,1,0.18,0.2,0.38,0.48,0.18,0.2,0.16,0.68,0.4,0.3,0.52,0.18,0.22,0.2,2.24,0.14,0.48,0.46,0.2,1.2,1.4,0.88,0.12,0.12,0.6,1.06,0.18,1.08,0.38,0.3,0.18,0.32,0.44,0.24,0.72,0.94,0.4,0.22,0.64,0.5,0.62,0.18,0.46,0.2,0.14,0.32,2.96,0.6,0.16,0.22,0.38
0.58,0.18,0.54,0.56,0.52,0.42,0.12,0.34,0.4,1.5,0.16,0.38,0.2,0.24,1.44,0.64,0.1,0.14,0.52,1.16,0.4,0.38,0.62,1.06,0.58,0.28,0.2,0.34,0.5,0.4,0.48,0.58,0.3,0.36,0.5,3.84,1.06,0.08,0.24,0.22,0.38,0.52,0.54,0.66,0.14,0.22,0.18,0.28,0.56,0.26,0.3,0.26,0.16,0.3,0,0.16,2.1,0.62,0.32,0.18,0.3,0.42,0.52,0.12,0.08,0.4,0.52,0.64,0.28,0.22,0.26,0.3,0.44,0.4,0.2,2.02,0.78,0.42,3.58,0.56,0.44,0.08,0.22,0.5,0.2,0.2,0.12,0.22,0.52,0.24,0.26,0.2,0.6,0.22,0.94,0.06,1.04,0.52,0.78,0.66,0.8,0.3,0.24,0.46,0.22,0.26,0.44,0.64,0.14,0.34,0.44,0.1,0.28,1.26,0.72,0.38,0.18,0.46,0.18,0.62,0.66,0.96,0.2,0.22,0.22,1.1,0.2,0.28,0.52,1.06,0.68,0.7,0.04,0.18,0.46,0.14,0.34,0.2,1.5,0.32,0.32,0.14,0.2,0.06,1.04,0.32,0.22,0.32,1.72,0.32,0.24,0.56,0.44,0.36,0.26,0.2,0.8,0.5,0.32,0.48,0.26,0.2,0.22,0.24,0.24,0.44,0.62,0.22,1.1,0.98,1.6,0.12,0.06,0.64,0.88,0.16,1.08,0.38,0.22,0.24,0.4,0.42,0.2,1.54,1.36,0.44,0.18,0.36,0.56,0.7,0.22,2.18,0.2,0.08,0.44,1.88,0.48,0.1,0.3,0.38
1.82,0.14,0.88,0.38,0.8,0.44,0.02,0.32,0.32,0.82,0.18,0.5,0.42,0.22,1.48,0.68,0.2,0.6,0.42,0.84,0.32,0.54,0.6,2.08,0.58,0.14,0.2,0.52,0.44,0.48,0.44,0.38,0.84,0.6,0.42,2.6,0.98,0.08,0.56,0.44,0.9,0.54,0.58,0.44,0.14,0.28,0.2,0.48,0.44,0.3,0.24,0.42,0.18,0.38,0.02,0.14,1.38,3.08,0.26,0.14,0.18,0.44,0.62,0.18,0.14,0.36,0.6,0.7,0.24,0.32,0.4,0.62,0.46,0.36,0.18,1.7,1.02,0.28,1.76,0.74,0.22,0.06,0.18,0.26,0.24,0.24,0.1,0.4,0.6,0.26,0.3,0.14,0.28,0.22,0.18,0.24,0.34,1.3,1.36,0.62,0.84,0.22,0.4,0.62,0.22,0.34,0.58,0.58,0.16,0.5,0.5,0.14,0.34,1.28,0.66,0.32,0.2,0.44,0.42,0.68,0.7,0.92,0.16,0.26,0.24,1.24,0.3,0.28,1.36,1.14,0.72,0.78,0.04,0.16,0.5,0.14,0.38,0.22,2.12,0.4,0.24,0.22,0.18,0.02,0.5,0.28,0.22,0.32,0.98,0.28,0.26,0.86,0.32,0.2,0.22,0.28,0.9,0.26,0.5,0.4,0.06,0.32,0.18,0.28,0.12,0.64,0.44,0.22,0.68,0.54,1.52,0.24,0.1,0.6,2.54,0.18,1.02,0.36,0.22,0.14,0.28,0.52,0.18,1.02,1.24,0.38,0.26,0.38,0.5,0.94,0.48,1.58,0.22,0.16,0.36,0.9,0.78,0.14,0.24,0.36
