halfHour,demand0
1,0.994565789
2,0.994565789
3,0.994565789
4,0.994565789
5,0.994565789
6,0.994565789
7,0.994565789
8,0.994565789
9,0.994565789
10,0.994565789
11,0.994565789
12,0.994565789
13,0.994565789
14,0.994565789
15,0.994565789
16,0.994565789
17,0.994565789
18,0.994565789
19,0.994565789
20,0.994565789
21,0.994565789
22,0.994565789
23,0.994565789
24,0.994565789
25,0.994565789
26,0.994565789
27,0.994565789
28,0.994565789
29,0.994565789
30,0.994565789
31,0.994565789
32,0.994565789
33,0.994565789
34,0.994565789
35,0.994565789
36,0.994565789
37,0.994565789
38,0.994565789
39,0.994565789
40,0.994565789
41,0.994565789
42,0.994565789
43,0.994565789
44,0.994565789
45,0.994565789
46,0.994565789
47,0.994565789
48,0.994565789
49,0.994565789
50,0.994565789
51,0.994565789
52,0.994565789
53,0.994565789
54,0.994565789
55,0.994565789
56,0.994565789
57,0.994565789
58,0.994565789
59,0.994565789
60,0.994565789
61,0.994565789
62,0.994565789
63,0.994565789
64,0.994565789
65,0.994565789
66,0.994565789
67,0.994565789
68,0.994565789
69,0.994565789
70,0.994565789
71,0.994565789
72,0.994565789
73,0.994565789
74,0.994565789
75,0.994565789
76,0.994565789
77,0.994565789
78,0.994565789
79,0.994565789
80,0.994565789
81,0.994565789
82,0.994565789
83,0.994565789
84,0.994565789
85,0.994565789
86,0.994565789
87,0.994565789
88,0.994565789
89,0.994565789
90,0.994565789
91,0.994565789
92,0.994565789
93,0.994565789
94,0.994565789
95,0.994565789
96,0.994565789
97,0.994565789
98,0.994565789
99,0.994565789
100,0.994565789
101,0.994565789
102,0.994565789
103,0.994565789
104,0.994565789
105,0.994565789
106,0.994565789
107,0.994565789
108,0.994565789
109,0.994565789
110,0.994565789
111,0.994565789
112,0.994565789
113,0.994565789
114,0.994565789
115,0.994565789
116,0.994565789
117,0.994565789
118,0.994565789
119,0.994565789
120,0.994565789
121,0.994565789
122,0.994565789
123,0.994565789
124,0.994565789
125,0.994565789
126,0.994565789
127,0.994565789
128,0.994565789
129,0.994565789
130,0.994565789
131,0.994565789
132,0.994565789
133,0.994565789
134,0.994565789
135,0.994565789
136,0.994565789
137,0.994565789
138,0.994565789
139,0.994565789
140,0.994565789
141,0.994565789
142,0.994565789
143,0.994565789
144,0.994565789
145,0.994565789
146,0.994565789
147,0.994565789
148,0.994565789
149,0.994565789
150,0.994565789
151,0.994565789
152,0.994565789
153,0.994565789
154,0.994565789
155,0.994565789
156,0.994565789
157,0.994565789
158,0.994565789
159,0.994565789
160,0.994565789
161,0.994565789
162,0.994565789
163,0.994565789
164,0.994565789
165,0.994565789
166,0.994565789
167,0.994565789
168,0.994565789
169,0.994565789
170,0.994565789
171,0.994565789
172,0.994565789
173,0.994565789
174,0.994565789
175,0.994565789
176,0.994565789
177,0.994565789
178,0.994565789
179,0.994565789
180,0.994565789
181,0.994565789
182,0.994565789
183,0.994565789
184,0.994565789
185,0.994565789
186,0.994565789
187,0.994565789
188,0.994565789
189,0.994565789
190,0.994565789
191,0.994565789
192,0.994565789
193,0.994565789
194,0.994565789
195,0.994565789
196,0.994565789
197,0.994565789
198,0.994565789
199,0.994565789
200,0.994565789
201,0.994565789
202,0.994565789
203,0.994565789
204,0.994565789
205,0.994565789
206,0.994565789
207,0.994565789
208,0.994565789
209,0.994565789
210,0.994565789
211,0.994565789
212,0.994565789
213,0.994565789
214,0.994565789
215,0.994565789
216,0.994565789
217,0.994565789
218,0.994565789
219,0.994565789
220,0.994565789
221,0.994565789
222,0.994565789
223,0.994565789
224,0.994565789
225,0.994565789
226,0.994565789
227,0.994565789
228,0.994565789
229,0.994565789
230,0.994565789
231,0.994565789
232,0.994565789
233,0.994565789
234,0.994565789
235,0.994565789
236,0.994565789
237,0.994565789
238,0.994565789
239,0.994565789
240,0.994565789
241,0.994565789
242,0.994565789
243,0.994565789
244,0.994565789
245,0.994565789
246,0.994565789
247,0.994565789
248,0.994565789
249,0.994565789
250,0.994565789
251,0.994565789
252,0.994565789
253,0.994565789
254,0.994565789
255,0.994565789
256,0.994565789
257,0.994565789
258,0.994565789
259,0.994565789
260,0.994565789
261,0.994565789
262,0.994565789
263,0.994565789
264,0.994565789
265,0.994565789
266,0.994565789
267,0.994565789
268,0.994565789
269,0.994565789
270,0.994565789
271,0.994565789
272,0.994565789
273,0.994565789
274,0.994565789
275,0.994565789
276,0.994565789
277,0.994565789
278,0.994565789
279,0.994565789
280,0.994565789
281,0.994565789
282,0.994565789
283,0.994565789
284,0.994565789
285,0.994565789
286,0.994565789
287,0.994565789
288,0.994565789
289,0.994565789
290,0.994565789
291,0.994565789
292,0.994565789
293,0.994565789
294,0.994565789
295,0.994565789
296,0.994565789
297,0.994565789
298,0.994565789
299,0.994565789
300,0.994565789
301,0.994565789
302,0.994565789
303,0.994565789
304,0.994565789
305,0.994565789
306,0.994565789
307,0.994565789
308,0.994565789
309,0.994565789
310,0.994565789
311,0.994565789
312,0.994565789
313,0.994565789
314,0.994565789
315,0.994565789
316,0.994565789
317,0.994565789
318,0.994565789
319,0.994565789
320,0.994565789
321,0.994565789
322,0.994565789
323,0.994565789
324,0.994565789
325,0.994565789
326,0.994565789
327,0.994565789
328,0.994565789
329,0.994565789
330,0.994565789
331,0.994565789
332,0.994565789
333,0.994565789
334,0.994565789
335,0.994565789
336,0.994565789
