, Job_ID,Count,W,IDF,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,P11,P12,P13,P14,P15,P16,P17,P18,P19,P20,P21,P22,Electricity_GJ,Overheating_hr,CO2_optimised_kg,CO2_reduction_perc,CO2_reduction_kg,CO2_default_kg,Original_from_Ivan_CO2_reduction_perc,Original_from_Ivan_CO2_reduction_kg,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47
0,CO2_flat_Fin_01-26_0,0.0,0.0,0.0,Finningley.inp,optimised_CoolSP.inp,01-26.inp,100.0,100.0,100.0,100.0,100.0,100.0,100.0,22.0,24.0,24.0,24.0,25.0,25.0,23.0,25.0,26.0,25.0,26.0,23.0,1.181793372,0.829005375,131.31037460000002,-0.129885539,0.170774961,131.4811496,0.129885509,0.170774961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.253786144988137,12.144734745379907,12.220297869614235,12.141441531904643,12.13650580663154,12.135296647858205,12.135932813615396,12.136177402899152,12.136192860527824,12.133503641356915,12.12957246396885,12.12688066455437,12.124823862505648,12.161982869278765,12.188295862992529,12.1252264088249,12.128140386085885,12.131088348262981,12.134001471433802,12.13839977607078,12.143495562368402,12.144077716762094,12.142491760978801,12.313439411841715,12.263992037357717,12.152256226938288,12.153902305530917,0.0,0.0,0.0,0.0,0.0,0.0
1,CO2_flat_Fin_01-26_1,1.0,0.0,0.0,Finningley.inp,optimised_CoolSP.inp,01-26.inp,100.0,100.0,100.0,100.0,100.0,100.0,100.0,22.0,25.0,24.0,24.0,23.0,25.0,23.0,25.0,26.0,25.0,26.0,23.0,1.181793372,0.829005375,131.31037460000002,-0.129885539,0.170774961,131.4811496,0.129885509,0.170774961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.253786144988137,12.144734745379907,12.220297869614235,12.141441531904643,12.13650580663154,12.135296647858205,12.135932813615396,12.136177402899152,12.136192860527824,12.133503641356915,12.12957246396885,12.12688066455437,12.124823862505648,12.161982869278765,12.188295862992529,12.1252264088249,12.128140386085885,12.131088348262981,12.134001471433802,12.13839977607078,12.143495562368402,12.144077716762094,12.142491760978801,12.313439411841715,12.263992037357717,12.152256226938288,12.153902305530917,0.0,0.0,0.0,0.0,0.0,0.0
2,CO2_flat_Fin_01-26_2,2.0,0.0,0.0,Finningley.inp,optimised_CoolSP.inp,01-26.inp,100.0,100.0,100.0,100.0,100.0,100.0,100.0,22.0,23.0,24.0,24.0,24.0,24.0,23.0,23.0,24.0,24.0,24.0,23.0,1.1822887020000001,0.609216718,131.36541129999998,-0.088026535,0.11573829699999999,131.4811496,0.088026533,0.11573829699999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.254109592911783,12.144735403111396,12.21801780381834,12.141440818321529,12.136506850757062,12.135299044618533,12.135935797465626,12.136180586907045,12.13619642779566,12.133507525482372,12.129576538401949,12.126884881788122,12.124828190799404,12.159769793821257,12.186707366994366,12.19878722758377,12.204337153457137,12.131163608723146,12.133998969901803,12.138392135268164,12.14348860539594,12.144072368234248,12.142488268460278,12.30934882047799,12.261602307243287,12.152251344408386,12.153900827429313,0.0,0.0,0.0,0.0,0.0,0.0
3,CO2_flat_Fin_01-26_3,3.0,0.0,0.0,Finningley.inp,optimised_CoolSP.inp,01-26.inp,100.0,100.0,100.0,100.0,100.0,100.0,100.0,22.0,23.0,24.0,23.0,25.0,24.0,23.0,24.0,24.0,23.0,24.0,23.0,1.182445225,0.556211527,131.3828028,-0.074799163,0.09834683699999999,131.4811496,0.074799191,0.09834683699999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.254281869199346,12.144749358483685,12.217421260704322,12.141450777430618,12.136515445956372,12.135306886825084,12.135942989144912,12.136187102829837,12.136202341399546,12.133512777531484,12.129581162643252,12.126889046248063,12.12483199495284,12.159197238742735,12.186295297139633,12.125232805947673,12.128148747392292,12.131096792191814,12.134009795224783,12.253378286478682,12.226899123681331,12.144217221416326,12.14253735264853,12.306466710803045,12.260449285712161,12.152279259897274,12.153925979094964,0.0,0.0,0.0,0.0,0.0,0.0
4,CO2_flat_Fin_01-26_4,4.0,0.0,0.0,Finningley.inp,optimised_CoolSP.inp,01-26.inp,100.0,100.0,100.0,100.0,100.0,100.0,100.0,23.0,23.0,23.0,23.0,24.0,24.0,23.0,24.0,24.0,23.0,23.0,23.0,1.18257793,0.35785488600000004,131.3975477,-0.063584704,0.083601878,131.4811496,0.063584687,0.083601878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.254593004961666,12.14476175488164,12.14474649102256,12.141354071158919,12.136480598370545,12.135306884407157,12.135946955922929,12.136191767703046,12.136207059232367,12.133517287003487,12.129585393266373,12.126893069681081,12.124835851315087,12.158087362406427,12.185491235316539,12.125235849672668,12.128152562372588,12.131100619482533,12.134013551922667,12.252182829190643,12.226197899078842,12.229619349060812,12.240043434096215,12.24650074394002,12.25057431365603,12.15230165433527,12.153947714192844,0.0,0.0,0.0,0.0,0.0,0.0
5,CO2_flat_Fin_01-26_5,5.0,0.0,0.0,Finningley.inp,optimised_CoolSP.inp,01-26.inp,100.0,100.0,100.0,100.0,100.0,100.0,100.0,23.0,24.0,23.0,24.0,23.0,24.0,23.0,23.0,23.0,23.0,24.0,23.0,1.182973985,0.204811579,131.4415539,-0.030115115,0.039595668,131.4811496,0.030115091,0.039595668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.254768506681549,12.144750701666498,12.144737901881808,12.14134721792901,12.13647542956949,12.135303093472585,12.135944075364447,12.136189621421565,12.136205773062938,12.13351685318222,12.129585669328526,12.12689386375698,12.124837048630821,12.156336043651297,12.184227542193986,12.196354953254641,12.201958031616522,12.199227625551114,12.204241602509077,12.212190626292173,12.218190582723366,12.14420634731433,12.142533419019678,12.300648313703876,12.25701573219616,12.152273227227726,12.153925028646112,0.0,0.0,0.0,0.0,0.0,0.0
6,CO2_flat_Fin_01-26_6,6.0,0.0,0.0,Finningley.inp,optimised_CoolSP.inp,01-26.inp,100.0,100.0,100.0,100.0,100.0,100.0,100.0,22.0,24.0,24.0,24.0,25.0,23.0,23.0,25.0,23.0,25.0,23.0,23.0,1.1829248540000001,0.32592038,131.4360949,-0.034267041,0.04505469,131.4811496,0.034267034,0.04505469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.254685665267973,12.144757177281127,12.215081065599845,12.141455294864551,12.136520753014814,12.135313070380258,12.135949405619165,12.136193362380848,12.13620862507897,12.133518995920193,12.129587226498273,12.126895008931514,12.12626445622536,12.155896519277093,12.184638213070198,12.125237384543972,12.128154984474033,12.235393084977401,12.211785418226818,12.138501650210609,12.143519305322394,12.268248276924227,12.244329245425034,12.245938193658738,12.249937700205686,12.15228927264029,12.153937920001795,0.0,0.0,0.0,0.0,0.0,0.0
7,CO2_flat_Fin_01-26_7,7.0,0.0,0.0,Finningley.inp,optimised_CoolSP.inp,01-26.inp,100.0,100.0,100.0,100.0,100.0,100.0,100.0,22.0,23.0,23.0,24.0,23.0,23.0,23.0,23.0,24.0,23.0,23.0,23.0,1.183261578,0.158685526,131.4735086,-0.0058114790000000005,0.007640961,131.4811496,0.00581145,0.007640961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.254980861058492,12.144762866291135,12.21336568545122,12.14145854840955,12.136524515604298,12.135317530957934,12.135954097834716,12.136197951668722,12.136213231841593,12.133523555383709,12.129591676592854,12.1268993862712,12.124968586667764,12.155155639227914,12.183440365205648,12.195586270126762,12.201207850288645,12.13117490124488,12.13401327669372,12.24649826289131,12.223158547664822,12.227394673369853,12.23775114607612,12.2441617717281,12.248227228243051,12.15229646118229,12.153946711590379,0.0,0.0,0.0,0.0,0.0,0.0
8,CO2_flat_Fin_01-26_8,8.0,0.0,0.0,Finningley.inp,optimised_CoolSP.inp,01-26.inp,100.0,100.0,100.0,100.0,100.0,100.0,100.0,23.0,23.0,25.0,25.0,23.0,23.0,23.0,23.0,23.0,24.0,23.0,23.0,1.1830092209999998,0.172783873,131.445469,-0.027137426,0.035680612,131.4811496,0.027137435,0.035680612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.254846264144565,12.144755592921092,12.144742326138024,12.141350972319081,12.136478567687696,12.135305900773703,12.135946632395749,12.136191941139563,12.136207884824998,12.1335187366108,12.12958733507974,12.126895373236865,12.125644679940484,12.155536939326666,12.184058729386576,12.19619684727699,12.201803605397284,12.199078659605428,12.204097896558766,12.13848846795416,12.143509048944033,12.26634000460117,12.243115483647452,12.24487579610979,12.248881788037151,12.152282898983604,12.153934099743708,0.0,0.0,0.0,0.0,0.0,0.0
9,CO2_flat_Fin_01-26_9,9.0,0.0,0.0,Finningley.inp,optimised_CoolSP.inp,01-26.inp,100.0,100.0,100.0,100.0,100.0,100.0,100.0,22.0,24.0,24.0,24.0,24.0,24.0,23.0,25.0,26.0,25.0,23.0,23.0,1.1823403479999999,0.568464913,131.37114979999998,-0.083662031,0.109999813,131.4811496,0.08366204099999999,0.109999813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.254279150085749,12.144752768184459,12.217699105298147,12.141453453568095,12.136517447286757,12.135308431732431,12.13594425221812,12.136188155335091,12.136203170561043,12.133513380488901,12.12958156979232,12.126889317631068,12.124832156872534,12.159475676231802,12.186495370514866,12.125232892112622,12.128148589794405,12.13109657751595,12.13400954307773,12.138407734331102,12.143503394248835,12.273593842962775,12.247542791805195,12.248514953655556,12.25247051053161,12.152287260253578,12.153932973676941,0.0,0.0,0.0,0.0,0.0,0.0
