timestamp,DSP
20160620 16:00,-0.177
20160620 16:30,-0.167
20160620 17:00,1
20160620 17:30,1
20160620 18:00,1
20160620 18:30,1
20160620 19:00,1
20160620 19:30,1
20160620 20:00,1
20160620 20:30,1
20160620 21:00,-0.2
20160620 21:30,-0.2
20160620 22:00,-0.2
20160620 22:30,-0.2
20160620 23:00,-0.23
20160620 23:30,-0.23
20160621 00:00,-0.201
20160621 00:30,-0.201
20160621 01:00,-0.211
20160621 01:30,-0.211
20160621 02:00,-0.231
20160621 02:30,-0.231
20160621 03:00,-0.231
20160621 03:30,-0.231
20160621 04:00,-0.231
20160621 04:30,-0.231
20160621 05:00,-0.231
20160621 05:30,-0.231
20160621 06:00,-0.137
20160621 06:30,-0.137
20160621 07:00,-0.137
20160621 07:30,-0.137
20160621 08:00,-0.137
20160621 08:30,-0.137
20160621 09:00,-0.137
20160621 09:30,-0.137
20160621 10:00,-0.137
20160621 10:30,-0.137
20160621 11:00,-0.267
20160621 11:30,-0.267
20160621 12:00,-0.267
20160621 12:30,-0.267
20160621 13:00,-0.237
20160621 13:30,-0.237
20160621 14:00,-0.217
20160621 14:30,-0.217
20160621 15:00,-0.189
20160621 15:30,-0.189
20160621 16:00,-0.177
20160621 16:30,-0.167
20160621 17:00,1
20160621 17:30,1
20160621 18:00,1
20160621 18:30,1
20160621 19:00,1
20160621 19:30,1
20160621 20:00,1
20160621 20:30,1
20160621 21:00,-0.2
20160621 21:30,-0.2
20160621 22:00,-0.2
20160621 22:30,-0.2
20160621 23:00,-0.23
20160621 23:30,-0.23
20160622 00:00,-0.201
20160622 00:30,-0.201
20160622 01:00,-0.211
20160622 01:30,-0.211
20160622 02:00,-0.231
20160622 02:30,-0.231
20160622 03:00,-0.231
20160622 03:30,-0.231
20160622 04:00,-0.231
20160622 04:30,-0.231
20160622 05:00,-0.231
20160622 05:30,-0.231
20160622 06:00,-0.137
20160622 06:30,-0.137
20160622 07:00,-0.137
20160622 07:30,-0.137
20160622 08:00,-0.137
20160622 08:30,-0.137
20160622 09:00,-0.137
20160622 09:30,-0.137
20160622 10:00,-0.137
20160622 10:30,-0.137
20160622 11:00,-0.267
20160622 11:30,-0.267
20160622 12:00,-0.267
20160622 12:30,-0.267
20160622 13:00,-0.237
20160622 13:30,-0.237
20160622 14:00,-0.217
20160622 14:30,-0.217
20160622 15:00,-0.189
20160622 15:30,-0.189
20160622 16:00,-0.177
20160622 16:30,-0.167
20160622 17:00,1
20160622 17:30,1
20160622 18:00,1
20160622 18:30,1
20160622 19:00,1
20160622 19:30,1
20160622 20:00,1
20160622 20:30,1
20160622 21:00,-0.2
20160622 21:30,-0.2
20160622 22:00,-0.2
20160622 22:30,-0.2
20160622 23:00,-0.23
20160622 23:30,-0.23
20160623 00:00,-0.201
20160623 00:30,-0.201
20160623 01:00,-0.211
20160623 01:30,-0.211
20160623 02:00,-0.231
20160623 02:30,-0.231
20160623 03:00,-0.231
20160623 03:30,-0.231
20160623 04:00,-0.231
20160623 04:30,-0.231
20160623 05:00,-0.231
20160623 05:30,-0.231
20160623 06:00,-0.137
20160623 06:30,-0.137
20160623 07:00,-0.137
20160623 07:30,-0.137
20160623 08:00,-0.137
20160623 08:30,-0.137
20160623 09:00,-0.137
20160623 09:30,-0.137
20160623 10:00,-0.137
20160623 10:30,-0.137
20160623 11:00,-0.267
20160623 11:30,-0.267
20160623 12:00,-0.267
20160623 12:30,-0.267
20160623 13:00,-0.237
20160623 13:30,-0.237
20160623 14:00,-0.217
20160623 14:30,-0.217
20160623 15:00,-0.189
20160623 15:30,-0.189
20160623 16:00,-0.177
20160623 16:30,-0.167
20160623 17:00,1
20160623 17:30,1
20160623 18:00,1
20160623 18:30,1
20160623 19:00,1
20160623 19:30,1
20160623 20:00,1
20160623 20:30,1
20160623 21:00,-0.2
20160623 21:30,-0.2
20160623 22:00,-0.2
20160623 22:30,-0.2
20160623 23:00,-0.23
20160623 23:30,-0.23
20160624 00:00,-0.201
20160624 00:30,-0.201
20160624 01:00,-0.211
20160624 01:30,-0.211
20160624 02:00,-0.231
20160624 02:30,-0.231
20160624 03:00,-0.231
20160624 03:30,-0.231
20160624 04:00,-0.231
20160624 04:30,-0.231
20160624 05:00,-0.231
20160624 05:30,-0.231
20160624 06:00,-0.137
20160624 06:30,-0.137
20160624 07:00,-0.137
20160624 07:30,-0.137
20160624 08:00,-0.137
20160624 08:30,-0.137
20160624 09:00,-0.137
20160624 09:30,-0.137
20160624 10:00,-0.137
20160624 10:30,-0.137
20160624 11:00,-0.267
20160624 11:30,-0.267
20160624 12:00,-0.267
20160624 12:30,-0.267
20160624 13:00,-0.237
20160624 13:30,-0.237
20160624 14:00,-0.217
20160624 14:30,-0.217
20160624 15:00,-0.189
20160624 15:30,-0.189
20160624 16:00,-0.177
20160624 16:30,-0.167
20160624 17:00,1
20160624 17:30,1
20160624 18:00,1
20160624 18:30,1
20160624 19:00,1
20160624 19:30,1
20160624 20:00,1
20160624 20:30,1
20160624 21:00,-0.2
20160624 21:30,-0.2
20160624 22:00,-0.2
20160624 22:30,-0.2
20160624 23:00,-0.23
20160624 23:30,-0.23
20160625 00:00,-0.201
20160625 00:30,-0.201
20160625 01:00,-0.211
20160625 01:30,-0.211
20160625 02:00,-0.231
20160625 02:30,-0.231
20160625 03:00,-0.231
20160625 03:30,-0.231
20160625 04:00,-0.231
20160625 04:30,-0.231
20160625 05:00,-0.231
20160625 05:30,-0.231
20160625 06:00,-0.137
20160625 06:30,-0.137
20160625 07:00,-0.137
20160625 07:30,-0.137
20160625 08:00,-0.137
20160625 08:30,-0.137
20160625 09:00,-0.137
20160625 09:30,-0.137
20160625 10:00,-0.137
20160625 10:30,-0.137
20160625 11:00,-0.267
20160625 11:30,-0.267
20160625 12:00,-0.267
20160625 12:30,-0.267
20160625 13:00,-0.237
20160625 13:30,-0.237
20160625 14:00,-0.217
20160625 14:30,-0.217
20160625 15:00,-0.189
20160625 15:30,-0.189
20160625 16:00,-0.177
20160625 16:30,-0.167
20160625 17:00,1
20160625 17:30,1
20160625 18:00,1
20160625 18:30,1
20160625 19:00,1
20160625 19:30,1
20160625 20:00,1
20160625 20:30,1
20160625 21:00,-0.2
20160625 21:30,-0.2
20160625 22:00,-0.2
20160625 22:30,-0.2
20160625 23:00,-0.23
20160625 23:30,-0.23
20160626 00:00,-0.201
20160626 00:30,-0.201
20160626 01:00,-0.211
20160626 01:30,-0.211
20160626 02:00,-0.231
20160626 02:30,-0.231
20160626 03:00,-0.231
20160626 03:30,-0.231
20160626 04:00,-0.231
20160626 04:30,-0.231
20160626 05:00,-0.231
20160626 05:30,-0.231
20160626 06:00,-0.137
20160626 06:30,-0.137
20160626 07:00,-0.137
20160626 07:30,-0.137
20160626 08:00,-0.137
20160626 08:30,-0.137
20160626 09:00,-0.137
20160626 09:30,-0.137
20160626 10:00,-0.137
20160626 10:30,-0.137
20160626 11:00,-0.267
20160626 11:30,-0.267
20160626 12:00,-0.267
20160626 12:30,-0.267
20160626 13:00,-0.237
20160626 13:30,-0.237
20160626 14:00,-0.217
20160626 14:30,-0.217
20160626 15:00,-0.189
20160626 15:30,-0.189
20160626 16:00,-0.177
20160626 16:30,-0.167
20160626 17:00,1
20160626 17:30,1
20160626 18:00,1
20160626 18:30,1
20160626 19:00,1
20160626 19:30,1
20160626 20:00,1
20160626 20:30,1
20160626 21:00,-0.2
20160626 21:30,-0.2
20160626 22:00,-0.2
20160626 22:30,-0.2
20160626 23:00,-0.23
20160626 23:30,-0.23
20160627 00:00,-0.201
20160627 00:30,-0.201
20160627 01:00,-0.211
20160627 01:30,-0.211
20160627 02:00,-0.231
20160627 02:30,-0.231
20160627 03:00,-0.231
20160627 03:30,-0.231
20160627 04:00,-0.231
20160627 04:30,-0.231
20160627 05:00,-0.231
20160627 05:30,-0.231
20160627 06:00,-0.137
20160627 06:30,-0.137
20160627 07:00,-0.137
20160627 07:30,-0.137
20160627 08:00,-0.137
20160627 08:30,-0.137
20160627 09:00,-0.137
20160627 09:30,-0.137
20160627 10:00,-0.137
20160627 10:30,-0.137
20160627 11:00,-0.267
20160627 11:30,-0.267
20160627 12:00,-0.267
20160627 12:30,-0.267
20160627 13:00,-0.237
20160627 13:30,-0.237
20160627 14:00,-0.217
20160627 14:30,-0.217
20160627 15:00,-0.189
20160627 15:30,-0.189
20160627 16:00,-0.177
20160627 16:30,-0.167
20160627 17:00,1
20160627 17:30,1
20160627 18:00,1
20160627 18:30,1
20160627 19:00,1
20160627 19:30,1
20160627 20:00,1
20160627 20:30,1
20160627 21:00,-0.2
20160627 21:30,-0.2
20160627 22:00,-0.2
20160627 22:30,-0.2
20160627 23:00,-0.23
20160627 23:30,-0.23
20160628 00:00,-0.201
20160628 00:30,-0.201
20160628 01:00,-0.211
20160628 01:30,-0.211
20160628 02:00,-0.231
20160628 02:30,-0.231
20160628 03:00,-0.231
20160628 03:30,-0.231
20160628 04:00,-0.231
20160628 04:30,-0.231
20160628 05:00,-0.231
20160628 05:30,-0.231
20160628 06:00,-0.137
20160628 06:30,-0.137
20160628 07:00,-0.137
20160628 07:30,-0.137
20160628 08:00,-0.137
20160628 08:30,-0.137
20160628 09:00,-0.137
20160628 09:30,-0.137
20160628 10:00,-0.137
20160628 10:30,-0.137
20160628 11:00,-0.267
20160628 11:30,-0.267
20160628 12:00,-0.267
20160628 12:30,-0.267
20160628 13:00,-0.237
20160628 13:30,-0.237
20160628 14:00,-0.217
20160628 14:30,-0.217
20160628 15:00,-0.189
20160628 15:30,-0.189
20160628 16:00,-0.177
20160628 16:30,-0.167
20160628 17:00,1
20160628 17:30,1
20160628 18:00,1
20160628 18:30,1
20160628 19:00,1
20160628 19:30,1
20160628 20:00,1
20160628 20:30,1
20160628 21:00,-0.2
20160628 21:30,-0.2
20160628 22:00,-0.2
20160628 22:30,-0.2
20160628 23:00,-0.23
20160628 23:30,-0.23
20160629 00:00,-0.201
20160629 00:30,-0.201
20160629 01:00,-0.211
20160629 01:30,-0.211
20160629 02:00,-0.231
20160629 02:30,-0.231
20160629 03:00,-0.231
20160629 03:30,-0.231
20160629 04:00,-0.231
20160629 04:30,-0.231
20160629 05:00,-0.231
20160629 05:30,-0.231
20160629 06:00,-0.137
20160629 06:30,-0.137
20160629 07:00,-0.137
20160629 07:30,-0.137
20160629 08:00,-0.137
20160629 08:30,-0.137
20160629 09:00,-0.137
20160629 09:30,-0.137
20160629 10:00,-0.137
20160629 10:30,-0.137
20160629 11:00,-0.267
20160629 11:30,-0.267
20160629 12:00,-0.267
20160629 12:30,-0.267
20160629 13:00,-0.237
20160629 13:30,-0.237
20160629 14:00,-0.217
20160629 14:30,-0.217
20160629 15:00,-0.189
20160629 15:30,-0.189
20160629 16:00,-0.177
20160629 16:30,-0.167
20160629 17:00,1
20160629 17:30,1
20160629 18:00,1
20160629 18:30,1
20160629 19:00,1
20160629 19:30,1
20160629 20:00,1
20160629 20:30,1
20160629 21:00,-0.2
20160629 21:30,-0.2
20160629 22:00,-0.2
20160629 22:30,-0.2
20160629 23:00,-0.23
20160629 23:30,-0.23
20160630 00:00,-0.201
20160630 00:30,-0.201
20160630 01:00,-0.211
20160630 01:30,-0.211
20160630 02:00,-0.231
20160630 02:30,-0.231
20160630 03:00,-0.231
20160630 03:30,-0.231
20160630 04:00,-0.231
20160630 04:30,-0.231
20160630 05:00,-0.231
20160630 05:30,-0.231
20160630 06:00,-0.137
20160630 06:30,-0.137
20160630 07:00,-0.137
20160630 07:30,-0.137
20160630 08:00,-0.137
20160630 08:30,-0.137
20160630 09:00,-0.137
20160630 09:30,-0.137
20160630 10:00,-0.137
20160630 10:30,-0.137
20160630 11:00,-0.267
20160630 11:30,-0.267
20160630 12:00,-0.267
20160630 12:30,-0.267
20160630 13:00,-0.237
20160630 13:30,-0.237
20160630 14:00,-0.217
20160630 14:30,-0.217
20160630 15:00,-0.189
20160630 15:30,-0.189
20160630 16:00,-0.177
20160630 16:30,-0.167
20160630 17:00,1
20160630 17:30,1
20160630 18:00,1
20160630 18:30,1
20160630 19:00,1
20160630 19:30,1
20160630 20:00,1
20160630 20:30,1
20160630 21:00,-0.2
20160630 21:30,-0.2
20160630 22:00,-0.2
20160630 22:30,-0.2
20160630 23:00,-0.23
20160630 23:30,-0.23
20160301 00:00,-0.251
20160301 00:30,-0.251
20160301 01:00,-0.251
20160301 01:30,-0.251
20160301 02:00,-0.251
20160301 02:30,-0.251
20160301 03:00,-0.275
20160301 03:30,-0.275
20160301 04:00,-0.275
20160301 04:30,-0.275
20160301 05:00,-0.275
20160301 05:30,-0.275
20160301 06:00,-0.137
20160301 06:30,-0.137
20160301 07:00,-0.137
20160301 07:30,-0.137
20160301 08:00,-0.137
20160301 08:30,-0.137
20160301 09:00,-0.137
20160301 09:30,-0.137
20160301 10:00,-0.157
20160301 10:30,-0.157
20160301 11:00,-0.157
20160301 11:30,-0.167
20160301 12:00,-0.167
20160301 12:30,-0.167
20160301 13:00,-0.167
20160301 13:30,-0.157
20160301 14:00,-0.157
20160301 14:30,-0.157
20160301 15:00,-0.157
20160301 15:30,-0.157
20160301 16:00,-0.157
20160301 16:30,-0.157
20160301 17:00,1
20160301 17:30,1
20160301 18:00,1
20160301 18:30,1
20160301 19:00,1
20160301 19:30,1
20160301 20:00,1
20160301 20:30,1
20160301 21:00,-0.24
20160301 21:30,-0.24
20160301 22:00,-0.24
20160301 22:30,-0.24
20160301 23:00,-0.275
20160301 23:30,-0.275
20160302 00:00,-0.251
20160302 00:30,-0.251
20160302 01:00,-0.251
20160302 01:30,-0.251
20160302 02:00,-0.251
20160302 02:30,-0.251
20160302 03:00,-0.275
20160302 03:30,-0.275
20160302 04:00,-0.275
20160302 04:30,-0.275
20160302 05:00,-0.275
20160302 05:30,-0.275
20160302 06:00,-0.137
20160302 06:30,-0.137
20160302 07:00,-0.137
20160302 07:30,-0.137
20160302 08:00,-0.137
20160302 08:30,-0.137
20160302 09:00,-0.137
20160302 09:30,-0.137
20160302 10:00,-0.157
20160302 10:30,-0.157
20160302 11:00,-0.157
20160302 11:30,-0.167
20160302 12:00,-0.167
20160302 12:30,-0.167
20160302 13:00,-0.167
20160302 13:30,-0.157
20160302 14:00,-0.157
20160302 14:30,-0.157
20160302 15:00,-0.157
20160302 15:30,-0.157
20160302 16:00,-0.157
20160302 16:30,-0.157
20160302 17:00,1
20160302 17:30,1
20160302 18:00,1
20160302 18:30,1
20160302 19:00,1
20160302 19:30,1
20160302 20:00,1
20160302 20:30,1
20160302 21:00,-0.24
20160302 21:30,-0.24
20160302 22:00,-0.24
20160302 22:30,-0.24
20160302 23:00,-0.275
20160302 23:30,-0.275
20160303 00:00,-0.251
20160303 00:30,-0.251
20160303 01:00,-0.251
20160303 01:30,-0.251
20160303 02:00,-0.251
20160303 02:30,-0.251
20160303 03:00,-0.275
20160303 03:30,-0.275
20160303 04:00,-0.275
20160303 04:30,-0.275
20160303 05:00,-0.275
20160303 05:30,-0.275
20160303 06:00,-0.137
20160303 06:30,-0.137
20160303 07:00,-0.137
20160303 07:30,-0.137
20160303 08:00,-0.137
20160303 08:30,-0.137
20160303 09:00,-0.137
20160303 09:30,-0.137
20160303 10:00,-0.157
20160303 10:30,-0.157
20160303 11:00,-0.157
20160303 11:30,-0.167
20160303 12:00,-0.167
20160303 12:30,-0.167
20160303 13:00,-0.167
20160303 13:30,-0.157
20160303 14:00,-0.157
20160303 14:30,-0.157
20160303 15:00,-0.157
20160303 15:30,-0.157
20160303 16:00,-0.157
20160303 16:30,-0.157
20160303 17:00,1
20160303 17:30,1
20160303 18:00,1
20160303 18:30,1
20160303 19:00,1
20160303 19:30,1
20160303 20:00,1
20160303 20:30,1
20160303 21:00,-0.24
20160303 21:30,-0.24
20160303 22:00,-0.24
20160303 22:30,-0.24
20160303 23:00,-0.275
20160303 23:30,-0.275
20160304 00:00,-0.251
20160304 00:30,-0.251
20160304 01:00,-0.251
20160304 01:30,-0.251
20160304 02:00,-0.251
20160304 02:30,-0.251
20160304 03:00,-0.275
20160304 03:30,-0.275
20160304 04:00,-0.275
20160304 04:30,-0.275
20160304 05:00,-0.275
20160304 05:30,-0.275
20160304 06:00,-0.137
20160304 06:30,-0.137
20160304 07:00,-0.137
20160304 07:30,-0.137
20160304 08:00,-0.137
20160304 08:30,-0.137
20160304 09:00,-0.137
20160304 09:30,-0.137
20160304 10:00,-0.157
20160304 10:30,-0.157
20160304 11:00,-0.157
20160304 11:30,-0.167
20160304 12:00,-0.167
20160304 12:30,-0.167
20160304 13:00,-0.167
20160304 13:30,-0.157
20160304 14:00,-0.157
20160304 14:30,-0.157
20160304 15:00,-0.157
20160304 15:30,-0.157
20160304 16:00,-0.157
20160304 16:30,-0.157
20160304 17:00,1
20160304 17:30,1
20160304 18:00,1
20160304 18:30,1
20160304 19:00,1
20160304 19:30,1
20160304 20:00,1
20160304 20:30,1
20160304 21:00,-0.24
20160304 21:30,-0.24
20160304 22:00,-0.24
20160304 22:30,-0.24
20160304 23:00,-0.275
20160304 23:30,-0.275
20160305 00:00,-0.251
20160305 00:30,-0.251
20160305 01:00,-0.251
20160305 01:30,-0.251
20160305 02:00,-0.251
20160305 02:30,-0.251
20160305 03:00,-0.275
20160305 03:30,-0.275
20160305 04:00,-0.275
20160305 04:30,-0.275
20160305 05:00,-0.275
20160305 05:30,-0.275
20160305 06:00,-0.137
20160305 06:30,-0.137
20160305 07:00,-0.137
20160305 07:30,-0.137
20160305 08:00,-0.137
20160305 08:30,-0.137
20160305 09:00,-0.137
20160305 09:30,-0.137
20160305 10:00,-0.157
20160305 10:30,-0.157
20160305 11:00,-0.157
20160305 11:30,-0.167
20160305 12:00,-0.167
20160305 12:30,-0.167
20160305 13:00,-0.167
20160305 13:30,-0.157
20160305 14:00,-0.157
20160305 14:30,-0.157
20160305 15:00,-0.157
20160305 15:30,-0.157
20160305 16:00,-0.157
20160305 16:30,-0.157
20160305 17:00,1
20160305 17:30,1
20160305 18:00,1
20160305 18:30,1
20160305 19:00,1
20160305 19:30,1
20160305 20:00,1
20160305 20:30,1
20160305 21:00,-0.24
20160305 21:30,-0.24
20160305 22:00,-0.24
20160305 22:30,-0.24
20160305 23:00,-0.275
20160305 23:30,-0.275
20160306 00:00,-0.251
20160306 00:30,-0.251
20160306 01:00,-0.251
20160306 01:30,-0.251
20160306 02:00,-0.251
20160306 02:30,-0.251
20160306 03:00,-0.275
20160306 03:30,-0.275
20160306 04:00,-0.275
20160306 04:30,-0.275
20160306 05:00,-0.275
20160306 05:30,-0.275
20160306 06:00,-0.137
20160306 06:30,-0.137
20160306 07:00,-0.137
20160306 07:30,-0.137
20160306 08:00,-0.137
20160306 08:30,-0.137
20160306 09:00,-0.137
20160306 09:30,-0.137
20160306 10:00,-0.157
20160306 10:30,-0.157
20160306 11:00,-0.157
20160306 11:30,-0.167
20160306 12:00,-0.167
20160306 12:30,-0.167
20160306 13:00,-0.167
20160306 13:30,-0.157
20160306 14:00,-0.157
20160306 14:30,-0.157
20160306 15:00,-0.157
20160306 15:30,-0.157
20160306 16:00,-0.157
20160306 16:30,-0.157
20160306 17:00,1
20160306 17:30,1
20160306 18:00,1
20160306 18:30,1
20160306 19:00,1
20160306 19:30,1
20160306 20:00,1
20160306 20:30,1
20160306 21:00,-0.24
20160306 21:30,-0.24
20160306 22:00,-0.24
20160306 22:30,-0.24
20160306 23:00,-0.275
20160306 23:30,-0.275
20160307 00:00,-0.251
20160307 00:30,-0.251
20160307 01:00,-0.251
20160307 01:30,-0.251
20160307 02:00,-0.251
20160307 02:30,-0.251
20160307 03:00,-0.275
20160307 03:30,-0.275
20160307 04:00,-0.275
20160307 04:30,-0.275
20160307 05:00,-0.275
20160307 05:30,-0.275
20160307 06:00,-0.137
20160307 06:30,-0.137
20160307 07:00,-0.137
20160307 07:30,-0.137
20160307 08:00,-0.137
20160307 08:30,-0.137
20160307 09:00,-0.137
20160307 09:30,-0.137
20160307 10:00,-0.157
20160307 10:30,-0.157
20160307 11:00,-0.157
20160307 11:30,-0.167
20160307 12:00,-0.167
20160307 12:30,-0.167
20160307 13:00,-0.167
20160307 13:30,-0.157
20160307 14:00,-0.157
20160307 14:30,-0.157
20160307 15:00,-0.157
20160307 15:30,-0.157
20160307 16:00,-0.157
20160307 16:30,-0.157
20160307 17:00,1
20160307 17:30,1
20160307 18:00,1
20160307 18:30,1
20160307 19:00,1
20160307 19:30,1
20160307 20:00,1
20160307 20:30,1
20160307 21:00,-0.24
20160307 21:30,-0.24
20160307 22:00,-0.24
20160307 22:30,-0.24
20160307 23:00,-0.275
20160307 23:30,-0.275
20160308 00:00,-0.251
20160308 00:30,-0.251
20160308 01:00,-0.251
20160308 01:30,-0.251
20160308 02:00,-0.251
20160308 02:30,-0.251
20160308 03:00,-0.275
20160308 03:30,-0.275
20160308 04:00,-0.275
20160308 04:30,-0.275
20160308 05:00,-0.275
20160308 05:30,-0.275
20160308 06:00,-0.137
20160308 06:30,-0.137
20160308 07:00,-0.137
20160308 07:30,-0.137
20160308 08:00,-0.137
20160308 08:30,-0.137
20160308 09:00,-0.137
20160308 09:30,-0.137
20160308 10:00,-0.157
20160308 10:30,-0.157
20160308 11:00,-0.157
20160308 11:30,-0.167
20160308 12:00,-0.167
20160308 12:30,-0.167
20160308 13:00,-0.167
20160308 13:30,-0.157
20160308 14:00,-0.157
20160308 14:30,-0.157
20160308 15:00,-0.157
20160308 15:30,-0.157
20160308 16:00,-0.157
20160308 16:30,-0.157
20160308 17:00,1
20160308 17:30,1
20160308 18:00,1
20160308 18:30,1
20160308 19:00,1
20160308 19:30,1
20160308 20:00,1
20160308 20:30,1
20160308 21:00,-0.24
20160308 21:30,-0.24
20160308 22:00,-0.24
20160308 22:30,-0.24
20160308 23:00,-0.275
20160308 23:30,-0.275
20160309 00:00,-0.251
20160309 00:30,-0.251
20160309 01:00,-0.251
20160309 01:30,-0.251
20160309 02:00,-0.251
20160309 02:30,-0.251
20160309 03:00,-0.275
20160309 03:30,-0.275
20160309 04:00,-0.275
20160309 04:30,-0.275
20160309 05:00,-0.275
20160309 05:30,-0.275
20160309 06:00,-0.137
20160309 06:30,-0.137
20160309 07:00,-0.137
20160309 07:30,-0.137
20160309 08:00,-0.137
20160309 08:30,-0.137
20160309 09:00,-0.137
20160309 09:30,-0.137
20160309 10:00,-0.157
20160309 10:30,-0.157
20160309 11:00,-0.157
20160309 11:30,-0.167
20160309 12:00,-0.167
20160309 12:30,-0.167
20160309 13:00,-0.167
20160309 13:30,-0.157
20160309 14:00,-0.157
20160309 14:30,-0.157
20160309 15:00,-0.157
20160309 15:30,-0.157
20160309 16:00,-0.157
20160309 16:30,-0.157
20160309 17:00,1
20160309 17:30,1
20160309 18:00,1
20160309 18:30,1
20160309 19:00,1
20160309 19:30,1
20160309 20:00,1
20160309 20:30,1
20160309 21:00,-0.24
20160309 21:30,-0.24
20160309 22:00,-0.24
20160309 22:30,-0.24
20160309 23:00,-0.275
20160309 23:30,-0.275
20160310 00:00,-0.251
20160310 00:30,-0.251
20160310 01:00,-0.251
20160310 01:30,-0.251
20160310 02:00,-0.251
20160310 02:30,-0.251
20160310 03:00,-0.275
20160310 03:30,-0.275
20160310 04:00,-0.275
20160310 04:30,-0.275
20160310 05:00,-0.275
20160310 05:30,-0.275
20160310 06:00,-0.137
20160310 06:30,-0.137
20160310 07:00,-0.137
20160310 07:30,-0.137
20160310 08:00,-0.137
20160310 08:30,-0.137
20160310 09:00,-0.137
20160310 09:30,-0.137
20160310 10:00,-0.157
20160310 10:30,-0.157
20160310 11:00,-0.157
20160310 11:30,-0.167
20160310 12:00,-0.167
20160310 12:30,-0.167
20160310 13:00,-0.167
20160310 13:30,-0.157
20160310 14:00,-0.157
20160310 14:30,-0.157
20160310 15:00,-0.157
20160310 15:30,-0.157
20160310 16:00,-0.157
20160310 16:30,-0.157
20160310 17:00,1
20160310 17:30,1
20160310 18:00,1
20160310 18:30,1
20160310 19:00,1
20160310 19:30,1
20160310 20:00,1
20160310 20:30,1
20160310 21:00,-0.24
20160310 21:30,-0.24
20160310 22:00,-0.24
20160310 22:30,-0.24
20160310 23:00,-0.275
20160310 23:30,-0.275
20160311 00:00,-0.251
20160311 00:30,-0.251
20160311 01:00,-0.251
20160311 01:30,-0.251
20160311 02:00,-0.251
20160311 02:30,-0.251
20160311 03:00,-0.275
20160311 03:30,-0.275
20160311 04:00,-0.275
20160311 04:30,-0.275
20160311 05:00,-0.275
20160311 05:30,-0.275
20160311 06:00,-0.137
20160311 06:30,-0.137
20160311 07:00,-0.137
20160311 07:30,-0.137
20160311 08:00,-0.137
20160311 08:30,-0.137
20160311 09:00,-0.137
20160311 09:30,-0.137
20160311 10:00,-0.157
20160311 10:30,-0.157
20160311 11:00,-0.157
20160311 11:30,-0.167
20160311 12:00,-0.167
20160311 12:30,-0.167
20160311 13:00,-0.167
20160311 13:30,-0.157
20160311 14:00,-0.157
20160311 14:30,-0.157
20160311 15:00,-0.157
20160311 15:30,-0.157
20160311 16:00,-0.157
20160311 16:30,-0.157
20160311 17:00,1
20160311 17:30,1
20160311 18:00,1
20160311 18:30,1
20160311 19:00,1
20160311 19:30,1
20160311 20:00,1
20160311 20:30,1
20160311 21:00,-0.24
20160311 21:30,-0.24
20160311 22:00,-0.24
20160311 22:30,-0.24
20160311 23:00,-0.275
20160311 23:30,-0.275
20160312 00:00,-0.251
20160312 00:30,-0.251
20160312 01:00,-0.251
20160312 01:30,-0.251
20160312 02:00,-0.251
20160312 02:30,-0.251
20160312 03:00,-0.275
20160312 03:30,-0.275
20160312 04:00,-0.275
20160312 04:30,-0.275
20160312 05:00,-0.275
20160312 05:30,-0.275
20160312 06:00,-0.137
20160312 06:30,-0.137
20160312 07:00,-0.137
20160312 07:30,-0.137
20160312 08:00,-0.137
20160312 08:30,-0.137
20160312 09:00,-0.137
20160312 09:30,-0.137
20160312 10:00,-0.157
20160312 10:30,-0.157
20160312 11:00,-0.157
20160312 11:30,-0.167
20160312 12:00,-0.167
20160312 12:30,-0.167
20160312 13:00,-0.167
20160312 13:30,-0.157
20160312 14:00,-0.157
20160312 14:30,-0.157
20160312 15:00,-0.157
20160312 15:30,-0.157
20160312 16:00,-0.157
20160312 16:30,-0.157
20160312 17:00,1
20160312 17:30,1
20160312 18:00,1
20160312 18:30,1
20160312 19:00,1
20160312 19:30,1
20160312 20:00,1
20160312 20:30,1
20160312 21:00,-0.24
20160312 21:30,-0.24
20160312 22:00,-0.24
20160312 22:30,-0.24
20160312 23:00,-0.275
20160312 23:30,-0.275
20160313 00:00,-0.251
20160313 00:30,-0.251
20160313 01:00,-0.251
20160313 01:30,-0.251
20160313 02:00,-0.251
20160313 02:30,-0.251
20160313 03:00,-0.275
20160313 03:30,-0.275
20160313 04:00,-0.275
20160313 04:30,-0.275
20160313 05:00,-0.275
20160313 05:30,-0.275
20160313 06:00,-0.137
20160313 06:30,-0.137
20160313 07:00,-0.137
20160313 07:30,-0.137
20160313 08:00,-0.137
20160313 08:30,-0.137
20160313 09:00,-0.137
20160313 09:30,-0.137
20160313 10:00,-0.157
20160313 10:30,-0.157
20160313 11:00,-0.157
20160313 11:30,-0.167
20160313 12:00,-0.167
20160313 12:30,-0.167
20160313 13:00,-0.167
20160313 13:30,-0.157
20160313 14:00,-0.157
20160313 14:30,-0.157
20160313 15:00,-0.157
20160313 15:30,-0.157
20160313 16:00,-0.157
20160313 16:30,-0.157
20160313 17:00,1
20160313 17:30,1
20160313 18:00,1
20160313 18:30,1
20160313 19:00,1
20160313 19:30,1
20160313 20:00,1
20160313 20:30,1
20160313 21:00,-0.24
20160313 21:30,-0.24
20160313 22:00,-0.24
20160313 22:30,-0.24
20160313 23:00,-0.275
20160313 23:30,-0.275
