timestamp,DSP
20151217 09:00,-0.137
20151217 09:30,-0.137
20151217 10:00,-0.137
20151217 10:30,-0.137
20151217 11:00,-0.137
20151217 11:30,-0.137
20151217 12:00,-0.137
20151217 12:30,-0.137
20151217 13:00,-0.137
20151217 13:30,-0.137
20151217 14:00,-0.137
20151217 14:30,-0.137
20151217 15:00,-0.137
20151217 15:30,-0.137
20151217 16:00,1
20151217 16:30,1
20151217 17:00,1
20151217 17:30,1
20151217 18:00,1
20151217 18:30,1
20151217 19:00,1
20151217 19:30,1
20151217 20:00,-0.252
20151217 20:30,-0.251
20151217 21:00,-0.251
20151217 21:30,-0.251
20151217 22:00,-0.251
20151217 22:30,-0.251
20151217 23:00,-0.251
20151217 23:30,-0.251
20151218 00:00,-0.251
20151218 00:30,-0.251
20151218 01:00,-0.251
20151218 01:30,-0.251
20151218 02:00,-0.251
20151218 02:30,-0.251
20151218 03:00,-0.251
20151218 03:30,-0.251
20151218 04:00,-0.251
20151218 04:30,-0.251
20151218 05:00,-0.251
20151218 05:30,-0.251
20151218 06:00,-0.251
20151218 06:30,-0.251
20151218 07:00,-0.137
20151218 07:30,-0.137
20151218 08:00,-0.137
20151218 08:30,-0.137
20151218 09:00,-0.137
20151218 09:30,-0.137
20151218 10:00,-0.137
20151218 10:30,-0.137
20151218 11:00,-0.137
20151218 11:30,-0.137
20151218 12:00,-0.137
20151218 12:30,-0.137
20151218 13:00,-0.137
20151218 13:30,-0.137
20151218 14:00,-0.137
20151218 14:30,-0.137
20151218 15:00,-0.137
20151218 15:30,-0.137
20151218 16:00,1
20151218 16:30,1
20151218 17:00,1
20151218 17:30,1
20151218 18:00,1
20151218 18:30,1
20151218 19:00,1
20151218 19:30,1
20151218 20:00,-0.252
20151218 20:30,-0.251
20151218 21:00,-0.251
20151218 21:30,-0.251
20151218 22:00,-0.251
20151218 22:30,-0.251
20151218 23:00,-0.251
20151218 23:30,-0.251
20151219 00:00,-0.251
20151219 00:30,-0.251
20151219 01:00,-0.251
20151219 01:30,-0.251
20151219 02:00,-0.251
20151219 02:30,-0.251
20151219 03:00,-0.251
20151219 03:30,-0.251
20151219 04:00,-0.251
20151219 04:30,-0.251
20151219 05:00,-0.251
20151219 05:30,-0.251
20151219 06:00,-0.251
20151219 06:30,-0.251
20151219 07:00,-0.137
20151219 07:30,-0.137
20151219 08:00,-0.137
20151219 08:30,-0.137
20151219 09:00,-0.137
20151219 09:30,-0.137
20151219 10:00,-0.137
20151219 10:30,-0.137
20151219 11:00,-0.137
20151219 11:30,-0.137
20151219 12:00,-0.137
20151219 12:30,-0.137
20151219 13:00,-0.137
20151219 13:30,-0.137
20151219 14:00,-0.137
20151219 14:30,-0.137
20151219 15:00,-0.137
20151219 15:30,-0.137
20151219 16:00,1
20151219 16:30,1
20151219 17:00,1
20151219 17:30,1
20151219 18:00,1
20151219 18:30,1
20151219 19:00,1
20151219 19:30,1
20151219 20:00,-0.252
20151219 20:30,-0.251
20151219 21:00,-0.251
20151219 21:30,-0.251
20151219 22:00,-0.251
20151219 22:30,-0.251
20151219 23:00,-0.251
20151219 23:30,-0.251
20151220 00:00,-0.251
20151220 00:30,-0.251
20151220 01:00,-0.251
20151220 01:30,-0.251
20151220 02:00,-0.251
20151220 02:30,-0.251
20151220 03:00,-0.251
20151220 03:30,-0.251
20151220 04:00,-0.251
20151220 04:30,-0.251
20151220 05:00,-0.251
20151220 05:30,-0.251
20151220 06:00,-0.251
20151220 06:30,-0.251
20151220 07:00,-0.137
20151220 07:30,-0.137
20151220 08:00,-0.137
20151220 08:30,-0.137
20151220 09:00,-0.137
20151220 09:30,-0.137
20151220 10:00,-0.137
20151220 10:30,-0.137
20151220 11:00,-0.137
20151220 11:30,-0.137
20151220 12:00,-0.137
20151220 12:30,-0.137
20151220 13:00,-0.137
20151220 13:30,-0.137
20151220 14:00,-0.137
20151220 14:30,-0.137
20151220 15:00,-0.137
20151220 15:30,-0.137
20151220 16:00,1
20151220 16:30,1
20151220 17:00,1
20151220 17:30,1
20151220 18:00,1
20151220 18:30,1
20151220 19:00,1
20151220 19:30,1
20151220 20:00,-0.252
20151220 20:30,-0.251
20151220 21:00,-0.251
20151220 21:30,-0.251
20151220 22:00,-0.251
20151220 22:30,-0.251
20151220 23:00,-0.251
20151220 23:30,-0.251
20151221 00:00,-0.251
20151221 00:30,-0.251
20151221 01:00,-0.251
20151221 01:30,-0.251
20151221 02:00,-0.251
20151221 02:30,-0.251
20151221 03:00,-0.251
20151221 03:30,-0.251
20151221 04:00,-0.251
20151221 04:30,-0.251
20151221 05:00,-0.251
20151221 05:30,-0.251
20151221 06:00,-0.251
20151221 06:30,-0.251
20151221 07:00,-0.137
20151221 07:30,-0.137
20151221 08:00,-0.137
20151221 08:30,-0.137
20151221 09:00,-0.137
20151221 09:30,-0.137
20151221 10:00,-0.137
20151221 10:30,-0.137
20151221 11:00,-0.137
20151221 11:30,-0.137
20151221 12:00,-0.137
20151221 12:30,-0.137
20151221 13:00,-0.137
20151221 13:30,-0.137
20151221 14:00,-0.137
20151221 14:30,-0.137
20151221 15:00,-0.137
20151221 15:30,-0.137
20151221 16:00,1
20151221 16:30,1
20151221 17:00,1
20151221 17:30,1
20151221 18:00,1
20151221 18:30,1
20151221 19:00,1
20151221 19:30,1
20151221 20:00,-0.252
20151221 20:30,-0.251
20151221 21:00,-0.251
20151221 21:30,-0.251
20151221 22:00,-0.251
20151221 22:30,-0.251
20151221 23:00,-0.251
20151221 23:30,-0.251
20151222 00:00,-0.251
20151222 00:30,-0.251
20151222 01:00,-0.251
20151222 01:30,-0.251
20151222 02:00,-0.251
20151222 02:30,-0.251
20151222 03:00,-0.251
20151222 03:30,-0.251
20151222 04:00,-0.251
20151222 04:30,-0.251
20151222 05:00,-0.251
20151222 05:30,-0.251
20151222 06:00,-0.251
20151222 06:30,-0.251
20151222 07:00,-0.137
20151222 07:30,-0.137
20151222 08:00,-0.137
20151222 08:30,-0.137
20151222 09:00,-0.137
20151222 09:30,-0.137
20151222 10:00,-0.137
20151222 10:30,-0.137
20151222 11:00,-0.137
20151222 11:30,-0.137
20151222 12:00,-0.137
20151222 12:30,-0.137
20151222 13:00,-0.137
20151222 13:30,-0.137
20151222 14:00,-0.137
20151222 14:30,-0.137
20151222 15:00,-0.137
20151222 15:30,-0.137
20151222 16:00,1
20151222 16:30,1
20151222 17:00,1
20151222 17:30,1
20151222 18:00,1
20151222 18:30,1
20151222 19:00,1
20151222 19:30,1
20151222 20:00,-0.252
20151222 20:30,-0.251
20151222 21:00,-0.251
20151222 21:30,-0.251
20151222 22:00,-0.251
20151222 22:30,-0.251
20151222 23:00,-0.251
20151222 23:30,-0.251
20151223 00:00,-0.251
20151223 00:30,-0.251
20151223 01:00,-0.251
20151223 01:30,-0.251
20151223 02:00,-0.251
20151223 02:30,-0.251
20151223 03:00,-0.251
20151223 03:30,-0.251
20151223 04:00,-0.251
20151223 04:30,-0.251
20151223 05:00,-0.251
20151223 05:30,-0.251
20151223 06:00,-0.251
20151223 06:30,-0.251
20151223 07:00,-0.137
20151223 07:30,-0.137
20151223 08:00,-0.137
20151223 08:30,-0.137
20151223 09:00,-0.137
20151223 09:30,-0.137
20151223 10:00,-0.137
20151223 10:30,-0.137
20151223 11:00,-0.137
20151223 11:30,-0.137
20151223 12:00,-0.137
20151223 12:30,-0.137
20151223 13:00,-0.137
20151223 13:30,-0.137
20151223 14:00,-0.137
20151223 14:30,-0.137
20151223 15:00,-0.137
20151223 15:30,-0.137
20151223 16:00,1
20151223 16:30,1
20151223 17:00,1
20151223 17:30,1
20151223 18:00,1
20151223 18:30,1
20151223 19:00,1
20151223 19:30,1
20151223 20:00,-0.252
20151223 20:30,-0.251
20151223 21:00,-0.251
20151223 21:30,-0.251
20151223 22:00,-0.251
20151223 22:30,-0.251
20151223 23:00,-0.251
20151223 23:30,-0.251
20151224 00:00,-0.251
20151224 00:30,-0.251
20151224 01:00,-0.251
20151224 01:30,-0.251
20151224 02:00,-0.251
20151224 02:30,-0.251
20151224 03:00,-0.251
20151224 03:30,-0.251
20151224 04:00,-0.251
20151224 04:30,-0.251
20151224 05:00,-0.251
20151224 05:30,-0.251
20151224 06:00,-0.251
20151224 06:30,-0.251
20151224 07:00,-0.137
20151224 07:30,-0.137
20151224 08:00,-0.137
20151224 08:30,-0.137
20151224 09:00,-0.137
20151224 09:30,-0.137
20151224 10:00,-0.137
20151224 10:30,-0.137
20151224 11:00,-0.137
20151224 11:30,-0.137
20151224 12:00,-0.137
20151224 12:30,-0.137
20151224 13:00,-0.137
20151224 13:30,-0.137
20151224 14:00,-0.137
20151224 14:30,-0.137
20151224 15:00,-0.137
20151224 15:30,-0.137
20151224 16:00,1
20151224 16:30,1
20151224 17:00,1
20151224 17:30,1
20151224 18:00,1
20151224 18:30,1
20151224 19:00,1
20151224 19:30,1
20151224 20:00,-0.252
20151224 20:30,-0.251
20151224 21:00,-0.251
20151224 21:30,-0.251
20151224 22:00,-0.251
20151224 22:30,-0.251
20151224 23:00,-0.251
20151224 23:30,-0.251
20151225 00:00,-0.251
20151225 00:30,-0.251
20151225 01:00,-0.251
20151225 01:30,-0.251
20151225 02:00,-0.251
20151225 02:30,-0.251
20151225 03:00,-0.251
20151225 03:30,-0.251
20151225 04:00,-0.251
20151225 04:30,-0.251
20151225 05:00,-0.251
20151225 05:30,-0.251
20151225 06:00,-0.251
20151225 06:30,-0.251
20151225 07:00,-0.137
20151225 07:30,-0.137
20151225 08:00,-0.137
20151225 08:30,-0.137
20151225 09:00,-0.137
20151225 09:30,-0.137
20151225 10:00,-0.137
20151225 10:30,-0.137
20151225 11:00,-0.137
20151225 11:30,-0.137
20151225 12:00,-0.137
20151225 12:30,-0.137
20151225 13:00,-0.137
20151225 13:30,-0.137
20151225 14:00,-0.137
20151225 14:30,-0.137
20151225 15:00,-0.137
20151225 15:30,-0.137
20151225 16:00,1
20151225 16:30,1
20151225 17:00,1
20151225 17:30,1
20151225 18:00,1
20151225 18:30,1
20151225 19:00,1
20151225 19:30,1
20151225 20:00,-0.252
20151225 20:30,-0.251
20151225 21:00,-0.251
20151225 21:30,-0.251
20151225 22:00,-0.251
20151225 22:30,-0.251
20151225 23:00,-0.251
20151225 23:30,-0.251
20151226 00:00,-0.251
20151226 00:30,-0.251
20151226 01:00,-0.251
20151226 01:30,-0.251
20151226 02:00,-0.251
20151226 02:30,-0.251
20151226 03:00,-0.251
20151226 03:30,-0.251
20151226 04:00,-0.251
20151226 04:30,-0.251
20151226 05:00,-0.251
20151226 05:30,-0.251
20151226 06:00,-0.251
20151226 06:30,-0.251
20151226 07:00,-0.137
20151226 07:30,-0.137
20151226 08:00,-0.137
20151226 08:30,-0.137
20151226 09:00,-0.137
20151226 09:30,-0.137
20151226 10:00,-0.137
20151226 10:30,-0.137
20151226 11:00,-0.137
20151226 11:30,-0.137
20151226 12:00,-0.137
20151226 12:30,-0.137
20151226 13:00,-0.137
20151226 13:30,-0.137
20151226 14:00,-0.137
20151226 14:30,-0.137
20151226 15:00,-0.137
20151226 15:30,-0.137
20151226 16:00,1
20151226 16:30,1
20151226 17:00,1
20151226 17:30,1
20151226 18:00,1
20151226 18:30,1
20151226 19:00,1
20151226 19:30,1
20151226 20:00,-0.252
20151226 20:30,-0.251
20151226 21:00,-0.251
20151226 21:30,-0.251
20151226 22:00,-0.251
20151226 22:30,-0.251
20151226 23:00,-0.251
20151226 23:30,-0.251
20151227 00:00,-0.251
20151227 00:30,-0.251
20151227 01:00,-0.251
20151227 01:30,-0.251
20151227 02:00,-0.251
20151227 02:30,-0.251
20151227 03:00,-0.251
20151227 03:30,-0.251
20151227 04:00,-0.251
20151227 04:30,-0.251
20151227 05:00,-0.251
20151227 05:30,-0.251
20151227 06:00,-0.251
20151227 06:30,-0.251
20151227 07:00,-0.137
20151227 07:30,-0.137
20151227 08:00,-0.137
20151227 08:30,-0.137
20151227 09:00,-0.137
20151227 09:30,-0.137
20151227 10:00,-0.137
20151227 10:30,-0.137
20151227 11:00,-0.137
20151227 11:30,-0.137
20151227 12:00,-0.137
20151227 12:30,-0.137
20151227 13:00,-0.137
20151227 13:30,-0.137
20151227 14:00,-0.137
20151227 14:30,-0.137
20151227 15:00,-0.137
20151227 15:30,-0.137
20151227 16:00,1
20151227 16:30,1
20151227 17:00,1
20151227 17:30,1
20151227 18:00,1
20151227 18:30,1
20151227 19:00,1
20151227 19:30,1
20151227 20:00,-0.252
20151227 20:30,-0.251
20151227 21:00,-0.251
20151227 21:30,-0.251
20151227 22:00,-0.251
20151227 22:30,-0.251
20151227 23:00,-0.251
20151227 23:30,-0.251
20151228 00:00,-0.251
20151228 00:30,-0.251
20151228 01:00,-0.251
20151228 01:30,-0.251
20151228 02:00,-0.251
20151228 02:30,-0.251
20151228 03:00,-0.251
20151228 03:30,-0.251
20151228 04:00,-0.251
20151228 04:30,-0.251
20151228 05:00,-0.251
20151228 05:30,-0.251
20151228 06:00,-0.251
20151228 06:30,-0.251
20151228 07:00,-0.137
20151228 07:30,-0.137
20151228 08:00,-0.137
20151228 08:30,-0.137
20151228 09:00,-0.137
20151228 09:30,-0.137
20151228 10:00,-0.137
20151228 10:30,-0.137
20151228 11:00,-0.137
20151228 11:30,-0.137
20151228 12:00,-0.137
20151228 12:30,-0.137
20151228 13:00,-0.137
20151228 13:30,-0.137
20151228 14:00,-0.137
20151228 14:30,-0.137
20151228 15:00,-0.137
20151228 15:30,-0.137
20151228 16:00,1
20151228 16:30,1
20151228 17:00,1
20151228 17:30,1
20151228 18:00,1
20151228 18:30,1
20151228 19:00,1
20151228 19:30,1
20151228 20:00,-0.252
20151228 20:30,-0.251
20151228 21:00,-0.251
20151228 21:30,-0.251
20151228 22:00,-0.251
20151228 22:30,-0.251
20151228 23:00,-0.251
20151228 23:30,-0.251
20151229 00:00,-0.251
20151229 00:30,-0.251
20151229 01:00,-0.251
20151229 01:30,-0.251
20151229 02:00,-0.251
20151229 02:30,-0.251
20151229 03:00,-0.251
20151229 03:30,-0.251
20151229 04:00,-0.251
20151229 04:30,-0.251
20151229 05:00,-0.251
20151229 05:30,-0.251
20151229 06:00,-0.251
20151229 06:30,-0.251
20151229 07:00,-0.137
20151229 07:30,-0.137
20151229 08:00,-0.137
20151229 08:30,-0.137
20151229 09:00,-0.137
20151229 09:30,-0.137
20151229 10:00,-0.137
20151229 10:30,-0.137
20151229 11:00,-0.137
20151229 11:30,-0.137
20151229 12:00,-0.137
20151229 12:30,-0.137
20151229 13:00,-0.137
20151229 13:30,-0.137
20151229 14:00,-0.137
20151229 14:30,-0.137
20151229 15:00,-0.137
20151229 15:30,-0.137
20151229 16:00,1
20151229 16:30,1
20151229 17:00,1
20151229 17:30,1
20151229 18:00,1
20151229 18:30,1
20151229 19:00,1
20151229 19:30,1
20151229 20:00,-0.252
20151229 20:30,-0.251
20151229 21:00,-0.251
20151229 21:30,-0.251
20151229 22:00,-0.251
20151229 22:30,-0.251
20151229 23:00,-0.251
20151229 23:30,-0.251
20151230 00:00,-0.251
20151230 00:30,-0.251
20151230 01:00,-0.251
20151230 01:30,-0.251
20151230 02:00,-0.251
20151230 02:30,-0.251
20151230 03:00,-0.251
20151230 03:30,-0.251
20151230 04:00,-0.251
20151230 04:30,-0.251
20151230 05:00,-0.251
20151230 05:30,-0.251
20151230 06:00,-0.251
20151230 06:30,-0.251
20151230 07:00,-0.137
20151230 07:30,-0.137
20151230 08:00,-0.137
20151230 08:30,-0.137
20151230 09:00,-0.137
20151230 09:30,-0.137
20151230 10:00,-0.137
20151230 10:30,-0.137
20151230 11:00,-0.137
20151230 11:30,-0.137
20151230 12:00,-0.137
20151230 12:30,-0.137
20151230 13:00,-0.137
20151230 13:30,-0.137
20151230 14:00,-0.137
20151230 14:30,-0.137
20151230 15:00,-0.137
20151230 15:30,-0.137
20151230 16:00,1
20151230 16:30,1
20151230 17:00,1
20151230 17:30,1
20151230 18:00,1
20151230 18:30,1
20151230 19:00,1
20151230 19:30,1
20151230 20:00,-0.252
20151230 20:30,-0.251
20151230 21:00,-0.251
20151230 21:30,-0.251
20151230 22:00,-0.251
20151230 22:30,-0.251
20151230 23:00,-0.251
20151230 23:30,-0.251
20151231 00:00,-0.251
20151231 00:30,-0.251
20151231 01:00,-0.251
20151231 01:30,-0.251
20151231 02:00,-0.251
20151231 02:30,-0.251
20151231 03:00,-0.251
20151231 03:30,-0.251
20151231 04:00,-0.251
20151231 04:30,-0.251
20151231 05:00,-0.251
20151231 05:30,-0.251
20151231 06:00,-0.251
20151231 06:30,-0.251
20151231 07:00,-0.137
20151231 07:30,-0.137
20151231 08:00,-0.137
20151231 08:30,-0.137
20151231 09:00,-0.137
20151231 09:30,-0.137
20151231 10:00,-0.137
20151231 10:30,-0.137
20151231 11:00,-0.137
20151231 11:30,-0.137
20151231 12:00,-0.137
20151231 12:30,-0.137
20151231 13:00,-0.137
20151231 13:30,-0.137
20151231 14:00,-0.137
20151231 14:30,-0.137
20151231 15:00,-0.137
20151231 15:30,-0.137
20151231 16:00,1
20151231 16:30,1
20151231 17:00,1
20151231 17:30,1
20151231 18:00,1
20151231 18:30,1
20151231 19:00,1
20151231 19:30,1
20151231 20:00,-0.252
20151231 20:30,-0.251
20151231 21:00,-0.251
20151231 21:30,-0.251
20151231 22:00,-0.251
20151231 22:30,-0.251
20151231 23:00,-0.251
20151231 23:30,-0.251
20160215 00:00,-0.251
20160215 00:30,-0.251
20160215 01:00,-0.251
20160215 01:30,-0.251
20160215 02:00,-0.251
20160215 02:30,-0.251
20160215 03:00,-0.251
20160215 03:30,-0.251
20160215 04:00,-0.251
20160215 04:30,-0.251
20160215 05:00,-0.251
20160215 05:30,-0.251
20160215 06:00,-0.251
20160215 06:30,-0.251
20160215 07:00,-0.137
20160215 07:30,-0.137
20160215 08:00,-0.137
20160215 08:30,-0.137
20160215 09:00,-0.137
20160215 09:30,-0.137
20160215 10:00,-0.137
20160215 10:30,-0.137
20160215 11:00,-0.137
20160215 11:30,-0.137
20160215 12:00,-0.137
20160215 12:30,-0.137
20160215 13:00,-0.137
20160215 13:30,-0.137
20160215 14:00,-0.137
20160215 14:30,-0.137
20160215 15:00,-0.137
20160215 15:30,-0.137
20160215 16:00,1
20160215 16:30,1
20160215 17:00,1
20160215 17:30,1
20160215 18:00,1
20160215 18:30,1
20160215 19:00,1
20160215 19:30,1
20160215 20:00,-0.251
20160215 20:30,-0.251
20160215 21:00,-0.251
20160215 21:30,-0.251
20160215 22:00,-0.251
20160215 22:30,-0.251
20160215 23:00,-0.251
20160215 23:30,-0.251
20160216 00:00,-0.251
20160216 00:30,-0.251
20160216 01:00,-0.251
20160216 01:30,-0.251
20160216 02:00,-0.251
20160216 02:30,-0.251
20160216 03:00,-0.251
20160216 03:30,-0.251
20160216 04:00,-0.251
20160216 04:30,-0.251
20160216 05:00,-0.251
20160216 05:30,-0.251
20160216 06:00,-0.251
20160216 06:30,-0.251
20160216 07:00,-0.137
20160216 07:30,-0.137
20160216 08:00,-0.137
20160216 08:30,-0.137
20160216 09:00,-0.137
20160216 09:30,-0.137
20160216 10:00,-0.137
20160216 10:30,-0.137
20160216 11:00,-0.137
20160216 11:30,-0.137
20160216 12:00,-0.137
20160216 12:30,-0.137
20160216 13:00,-0.137
20160216 13:30,-0.137
20160216 14:00,-0.137
20160216 14:30,-0.137
20160216 15:00,-0.137
20160216 15:30,-0.137
20160216 16:00,1
20160216 16:30,1
20160216 17:00,1
20160216 17:30,1
20160216 18:00,1
20160216 18:30,1
20160216 19:00,1
20160216 19:30,1
20160216 20:00,-0.251
20160216 20:30,-0.251
20160216 21:00,-0.251
20160216 21:30,-0.251
20160216 22:00,-0.251
20160216 22:30,-0.251
20160216 23:00,-0.251
20160216 23:30,-0.251
20160217 00:00,-0.251
20160217 00:30,-0.251
20160217 01:00,-0.251
20160217 01:30,-0.251
20160217 02:00,-0.251
20160217 02:30,-0.251
20160217 03:00,-0.251
20160217 03:30,-0.251
20160217 04:00,-0.251
20160217 04:30,-0.251
20160217 05:00,-0.251
20160217 05:30,-0.251
20160217 06:00,-0.251
20160217 06:30,-0.251
20160217 07:00,-0.137
20160217 07:30,-0.137
20160217 08:00,-0.137
20160217 08:30,-0.137
20160217 09:00,-0.137
20160217 09:30,-0.137
20160217 10:00,-0.137
20160217 10:30,-0.137
20160217 11:00,-0.137
20160217 11:30,-0.137
20160217 12:00,-0.167
20160217 12:30,-0.167
20160217 13:00,-0.167
20160217 13:30,-0.157
20160217 14:00,-0.157
20160217 14:30,-0.157
20160217 15:00,-0.157
20160217 15:30,-0.157
20160217 16:00,-0.157
20160217 16:30,-0.157
20160217 17:00,1
20160217 17:30,1
20160217 18:00,1
20160217 18:30,1
20160217 19:00,1
20160217 19:30,1
20160217 20:00,1
20160217 20:30,1
20160217 21:00,-0.24
20160217 21:30,-0.24
20160217 22:00,-0.24
20160217 22:30,-0.24
20160217 23:00,-0.275
20160217 23:30,-0.275
20160218 00:00,-0.251
20160218 00:30,-0.251
20160218 01:00,-0.251
20160218 01:30,-0.251
20160218 02:00,-0.251
20160218 02:30,-0.251
20160218 03:00,-0.275
20160218 03:30,-0.275
20160218 04:00,-0.275
20160218 04:30,-0.275
20160218 05:00,-0.275
20160218 05:30,-0.275
20160218 06:00,-0.137
20160218 06:30,-0.137
20160218 07:00,-0.137
20160218 07:30,-0.137
20160218 08:00,-0.137
20160218 08:30,-0.137
20160218 09:00,-0.137
20160218 09:30,-0.137
20160218 10:00,-0.157
20160218 10:30,-0.157
20160218 11:00,-0.157
20160218 11:30,-0.167
20160218 12:00,-0.167
20160218 12:30,-0.167
20160218 13:00,-0.167
20160218 13:30,-0.157
20160218 14:00,-0.157
20160218 14:30,-0.157
20160218 15:00,-0.157
20160218 15:30,-0.157
20160218 16:00,-0.157
20160218 16:30,-0.157
20160218 17:00,1
20160218 17:30,1
20160218 18:00,1
20160218 18:30,1
20160218 19:00,1
20160218 19:30,1
20160218 20:00,1
20160218 20:30,1
20160218 21:00,-0.24
20160218 21:30,-0.24
20160218 22:00,-0.24
20160218 22:30,-0.24
20160218 23:00,-0.275
20160218 23:30,-0.275
20160219 00:00,-0.251
20160219 00:30,-0.251
20160219 01:00,-0.251
20160219 01:30,-0.251
20160219 02:00,-0.251
20160219 02:30,-0.251
20160219 03:00,-0.275
20160219 03:30,-0.275
20160219 04:00,-0.275
20160219 04:30,-0.275
20160219 05:00,-0.275
20160219 05:30,-0.275
20160219 06:00,-0.137
20160219 06:30,-0.137
20160219 07:00,-0.137
20160219 07:30,-0.137
20160219 08:00,-0.137
20160219 08:30,-0.137
20160219 09:00,-0.137
20160219 09:30,-0.137
20160219 10:00,-0.157
20160219 10:30,-0.157
20160219 11:00,-0.157
20160219 11:30,-0.167
20160219 12:00,-0.167
20160219 12:30,-0.167
20160219 13:00,-0.167
20160219 13:30,-0.157
20160219 14:00,-0.157
20160219 14:30,-0.157
20160219 15:00,-0.157
20160219 15:30,-0.157
20160219 16:00,-0.157
20160219 16:30,-0.157
20160219 17:00,1
20160219 17:30,1
20160219 18:00,1
20160219 18:30,1
20160219 19:00,1
20160219 19:30,1
20160219 20:00,1
20160219 20:30,1
20160219 21:00,-0.24
20160219 21:30,-0.24
20160219 22:00,-0.24
20160219 22:30,-0.24
20160219 23:00,-0.275
20160219 23:30,-0.275
20160220 00:00,-0.251
20160220 00:30,-0.251
20160220 01:00,-0.251
20160220 01:30,-0.251
20160220 02:00,-0.251
20160220 02:30,-0.251
20160220 03:00,-0.275
20160220 03:30,-0.275
20160220 04:00,-0.275
20160220 04:30,-0.275
20160220 05:00,-0.275
20160220 05:30,-0.275
20160220 06:00,-0.137
20160220 06:30,-0.137
20160220 07:00,-0.137
20160220 07:30,-0.137
20160220 08:00,-0.137
20160220 08:30,-0.137
20160220 09:00,-0.137
20160220 09:30,-0.137
20160220 10:00,-0.157
20160220 10:30,-0.157
20160220 11:00,-0.157
20160220 11:30,-0.167
20160220 12:00,-0.167
20160220 12:30,-0.167
20160220 13:00,-0.167
20160220 13:30,-0.157
20160220 14:00,-0.157
20160220 14:30,-0.157
20160220 15:00,-0.157
20160220 15:30,-0.157
20160220 16:00,-0.157
20160220 16:30,-0.157
20160220 17:00,1
20160220 17:30,1
20160220 18:00,1
20160220 18:30,1
20160220 19:00,1
20160220 19:30,1
20160220 20:00,1
20160220 20:30,1
20160220 21:00,-0.24
20160220 21:30,-0.24
20160220 22:00,-0.24
20160220 22:30,-0.24
20160220 23:00,-0.275
20160220 23:30,-0.275
20160221 00:00,-0.251
20160221 00:30,-0.251
20160221 01:00,-0.251
20160221 01:30,-0.251
20160221 02:00,-0.251
20160221 02:30,-0.251
20160221 03:00,-0.275
20160221 03:30,-0.275
20160221 04:00,-0.275
20160221 04:30,-0.275
20160221 05:00,-0.275
20160221 05:30,-0.275
20160221 06:00,-0.137
20160221 06:30,-0.137
20160221 07:00,-0.137
20160221 07:30,-0.137
20160221 08:00,-0.137
20160221 08:30,-0.137
20160221 09:00,-0.137
20160221 09:30,-0.137
20160221 10:00,-0.157
20160221 10:30,-0.157
20160221 11:00,-0.157
20160221 11:30,-0.167
20160221 12:00,-0.167
20160221 12:30,-0.167
20160221 13:00,-0.167
20160221 13:30,-0.157
20160221 14:00,-0.157
20160221 14:30,-0.157
20160221 15:00,-0.157
20160221 15:30,-0.157
20160221 16:00,-0.157
20160221 16:30,-0.157
20160221 17:00,1
20160221 17:30,1
20160221 18:00,1
20160221 18:30,1
20160221 19:00,1
20160221 19:30,1
20160221 20:00,1
20160221 20:30,1
20160221 21:00,-0.24
20160221 21:30,-0.24
20160221 22:00,-0.24
20160221 22:30,-0.24
20160221 23:00,-0.275
20160221 23:30,-0.275
20160222 00:00,-0.251
20160222 00:30,-0.251
20160222 01:00,-0.251
20160222 01:30,-0.251
20160222 02:00,-0.251
20160222 02:30,-0.251
20160222 03:00,-0.275
20160222 03:30,-0.275
20160222 04:00,-0.275
20160222 04:30,-0.275
20160222 05:00,-0.275
20160222 05:30,-0.275
20160222 06:00,-0.137
20160222 06:30,-0.137
20160222 07:00,-0.137
20160222 07:30,-0.137
20160222 08:00,-0.137
20160222 08:30,-0.137
20160222 09:00,-0.137
20160222 09:30,-0.137
20160222 10:00,-0.157
20160222 10:30,-0.157
20160222 11:00,-0.157
20160222 11:30,-0.167
20160222 12:00,-0.167
20160222 12:30,-0.167
20160222 13:00,-0.167
20160222 13:30,-0.157
20160222 14:00,-0.157
20160222 14:30,-0.157
20160222 15:00,-0.157
20160222 15:30,-0.157
20160222 16:00,-0.157
20160222 16:30,-0.157
20160222 17:00,1
20160222 17:30,1
20160222 18:00,1
20160222 18:30,1
20160222 19:00,1
20160222 19:30,1
20160222 20:00,1
20160222 20:30,1
20160222 21:00,-0.24
20160222 21:30,-0.24
20160222 22:00,-0.24
20160222 22:30,-0.24
20160222 23:00,-0.275
20160222 23:30,-0.275
20160223 00:00,-0.251
20160223 00:30,-0.251
20160223 01:00,-0.251
20160223 01:30,-0.251
20160223 02:00,-0.251
20160223 02:30,-0.251
20160223 03:00,-0.275
20160223 03:30,-0.275
20160223 04:00,-0.275
20160223 04:30,-0.275
20160223 05:00,-0.275
20160223 05:30,-0.275
20160223 06:00,-0.137
20160223 06:30,-0.137
20160223 07:00,-0.137
20160223 07:30,-0.137
20160223 08:00,-0.137
20160223 08:30,-0.137
20160223 09:00,-0.137
20160223 09:30,-0.137
20160223 10:00,-0.157
20160223 10:30,-0.157
20160223 11:00,-0.157
20160223 11:30,-0.167
20160223 12:00,-0.167
20160223 12:30,-0.167
20160223 13:00,-0.167
20160223 13:30,-0.157
20160223 14:00,-0.157
20160223 14:30,-0.157
20160223 15:00,-0.157
20160223 15:30,-0.157
